country,player,position,club,age,jersey_number,squad_status,announcement_date,group,confederation,is_final_squad
México,"( 1999-05-25 ) May 25, 1999 (Aged 27)",Defensa,Unknown,26,15,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-05-28 ) May 28, 1999 (Aged 27)",Defensa,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-07-07 ) July 7, 1999 (Aged 26)",Defensa,Auckland Fc,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-07-18 ) July 18, 1999 (Aged 26)",Defensa,Unknown,26,53,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-07-21 ) July 21, 1999 (Aged 26)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-08-17 ) August 17, 1999 (Aged 26)",Defensa,Unknown,26,28,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-08-20 ) August 20, 1999 (Aged 26)",Defensa,Unknown,26,28,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-08-25 ) August 25, 1999 (Aged 26)",Defensa,Unknown,26,66,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-09-16 ) September 16, 1999 (Aged 26)",Defensa,Unknown,26,23,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-10-02 ) October 2, 1999 (Aged 26)",Defensa,Unknown,26,20,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-10-07 ) October 7, 1999 (Aged 26)",Defensa,Unknown,26,30,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-11-28 ) November 28, 1999 (Aged 26)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-12-01 ) December 1, 1999 (Aged 26)",Defensa,Unknown,26,15,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-12-07 ) December 7, 1999 (Aged 26)",Defensa,Unknown,26,30,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-12-08 ) December 8, 1999 (Aged 26)",Defensa,Unknown,26,22,Final,2026-05-26,A,CONCACAF,1
México,"( 1999-12-15 ) December 15, 1999 (Aged 26)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-01-29 ) January 29, 2000 (Aged 26)",Defensa,Unknown,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-02-20 ) February 20, 2000 (Aged 26)",Defensa,Unknown,26,10,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-02-28 ) February 28, 2000 (Aged 26)",Defensa,Unknown,26,31,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-03-08 ) March 8, 2000 (Aged 26)",Defensa,Paris Fc,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-03-25 ) March 25, 2000 (Aged 26)",Defensa,Unknown,26,28,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-03-27 ) March 27, 2000 (Aged 26)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-03-28 ) March 28, 2000 (Aged 26)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-03-30 ) March 30, 2000 (Aged 26)",Defensa,Unknown,26,19,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-04-02 ) April 2, 2000 (Aged 26)",Defensa,Unknown,26,29,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-04-06 ) April 6, 2000 (Aged 26)",Defensa,Unknown,26,26,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-04-30 ) April 30, 2000 (Aged 26)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-05-13 ) May 13, 2000 (Aged 26)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-05-23 ) May 23, 2000 (Aged 26)",Defensa,Unknown,26,32,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-05-25 ) May 25, 2000 (Aged 26)",Defensa,Unknown,26,32,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-06-01 ) June 1, 2000 (Aged 26)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-06-04 ) June 4, 2000 (Aged 26)",Defensa,Unknown,26,23,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-06-07 ) June 7, 2000 (Aged 26)",Defensa,Unknown,26,20,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-06-28 ) June 28, 2000 (Aged 25)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-07-07 ) July 7, 2000 (Aged 25)",Defensa,Gangwon Fc,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-07-13 ) July 13, 2000 (Aged 25)",Defensa,Manchester City,26,27,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-07-16 ) July 16, 2000 (Aged 25)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-08-07 ) August 7, 2000 (Aged 25)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-08-09 ) August 9, 2000 (Aged 25)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-09-06 ) September 6, 2000 (Aged 25)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-09-17 ) September 17, 2000 (Aged 25)",Defensa,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-09-27 ) September 27, 2000 (Aged 25)",Defensa,Unknown,26,13,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-10-20 ) October 20, 2000 (Aged 25)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-11-02 ) November 2, 2000 (Aged 25)",Defensa,Unknown,26,58,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-11-03 ) November 3, 2000 (Aged 25)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-11-08 ) November 8, 2000 (Aged 25)",Defensa,Unknown,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-11-10 ) November 10, 2000 (Aged 25)",Defensa,Unknown,26,19,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-12-22 ) December 22, 2000 (Aged 25)",Defensa,Unknown,26,17,Final,2026-05-26,A,CONCACAF,1
México,"( 2000-12-25 ) December 25, 2000 (Aged 25)",Defensa,Unknown,26,33,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-04 ) January 4, 2001 (Aged 25)",Defensa,Unknown,26,35,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-09 ) January 9, 2001 (Aged 25)",Defensa,Unknown,26,19,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-12 ) January 12, 2001 (Aged 25)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-16 ) January 16, 2001 (Aged 25)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-29 ) January 29, 2001 (Aged 25)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-01-30 ) January 30, 2001 (Aged 25)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-02-02 ) February 2, 2001 (Aged 25)",Defensa,Unknown,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-02-08 ) February 8, 2001 (Aged 25)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-03-19 ) March 19, 2001 (Aged 25)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-03-24 ) March 24, 2001 (Aged 25)",Defensa,Unknown,26,17,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-04-01 ) April 1, 2001 (Aged 25)",Defensa,Unknown,26,26,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-04-19 ) April 19, 2001 (Aged 25)",Defensa,Unknown,26,18,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-04-21 ) April 21, 2001 (Aged 25)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-04-30 ) April 30, 2001 (Aged 25)",Defensa,Unknown,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-05-03 ) May 3, 2001 (Aged 25)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-05-25 ) May 25, 2001 (Aged 25)",Defensa,Unknown,26,14,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-05-26 ) May 26, 2001 (Aged 25)",Defensa,Unknown,26,22,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-06-03 ) June 3, 2001 (Aged 25)",Defensa,Norwich City,26,30,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-07-21 ) July 21, 2001 (Aged 24)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-08-08 ) August 8, 2001 (Aged 24)",Defensa,Newcastle United,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-08-13 ) August 13, 2001 (Aged 24)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-08-19 ) August 19, 2001 (Aged 24)",Defensa,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-08-24 ) August 24, 2001 (Aged 24)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-10-16 ) October 16, 2001 (Aged 24)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-11-24 ) November 24, 2001 (Aged 24)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-12-20 ) December 20, 2001 (Aged 24)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2001-12-31 ) December 31, 2001 (Aged 24)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-01-05 ) January 5, 2002 (Aged 24)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-01-18 ) January 18, 2002 (Aged 24)",Defensa,Unknown,26,8,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-01-23 ) January 23, 2002 (Aged 24)",Defensa,Manchester City,26,46,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-01-31 ) January 31, 2002 (Aged 24)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-02-12 ) February 12, 2002 (Aged 24)",Defensa,Unknown,26,8,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-03-01 ) March 1, 2002 (Aged 24)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-03-07 ) March 7, 2002 (Aged 24)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-04-22 ) April 22, 2002 (Aged 24)",Defensa,Unknown,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-04-23 ) April 23, 2002 (Aged 24)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-05-16 ) May 16, 2002 (Aged 24)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-06-08 ) June 8, 2002 (Aged 24)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-06-10 ) June 10, 2002 (Aged 24)",Defensa,Unknown,26,19,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-06-12 ) June 12, 2002 (Aged 23)",Defensa,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-06-17 ) June 17, 2002 (Aged 23)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-06-22 ) June 22, 2002 (Aged 23)",Defensa,Unknown,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-07-28 ) July 28, 2002 (Aged 23)",Defensa,Unknown,26,14,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-08-02 ) August 2, 2002 (Aged 23)",Defensa,Vancouver Whitecaps Fc,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-08-11 ) August 11, 2002 (Aged 23)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-08-18 ) August 18, 2002 (Aged 23)",Defensa,Unknown,26,26,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-11-03 ) November 3, 2002 (Aged 23)",Defensa,Unknown,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-11-12 ) November 12, 2002 (Aged 23)",Defensa,Newcastle United,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2002-12-31 ) December 31, 2002 (Aged 23)",Defensa,Unknown,26,23,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-01-16 ) January 16, 2003 (Aged 23)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-01-18 ) January 18, 2003 (Aged 23)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-01-29 ) January 29, 2003 (Aged 23)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-02-28 ) February 28, 2003 (Aged 23)",Defensa,Unknown,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-03-05 ) March 5, 2003 (Aged 23)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-03-08 ) March 8, 2003 (Aged 23)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-04-10 ) April 10, 2003 (Aged 23)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-05-08 ) May 8, 2003 (Aged 23)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-05-16 ) May 16, 2003 (Aged 23)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-05-19 ) May 19, 2003 (Aged 23)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-06-02 ) June 2, 2003 (Aged 23)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-06-10 ) June 10, 2003 (Aged 23)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-06-16 ) June 16, 2003 (Aged 22)",Defensa,Unknown,26,18,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-07-12 ) July 12, 2003 (Aged 22)",Defensa,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-07-29 ) July 29, 2003 (Aged 22)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-07-31 ) July 31, 2003 (Aged 22)",Defensa,Unknown,26,24,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-08-15 ) August 15, 2003 (Aged 22)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-09-06 ) September 6, 2003 (Aged 22)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-09-09 ) September 9, 2003 (Aged 22)",Defensa,Unknown,26,17,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-09-18 ) September 18, 2003 (Aged 22)",Defensa,Unknown,26,8,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-10-26 ) October 26, 2003 (Aged 22)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2003-12-13 ) December 13, 2003 (Aged 22)",Defensa,Unknown,26,9,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-01-16 ) January 16, 2004 (Aged 22)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-01-18 ) January 18, 2004 (Aged 22)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-02-05 ) February 5, 2004 (Aged 22)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-02-20 ) February 20, 2004 (Aged 22)",Defensa,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-02-29 ) February 29, 2004 (Aged 22)",Defensa,Manchester City,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-03-10 ) March 10, 2004 (Aged 22)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-03-15 ) March 15, 2004 (Aged 22)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-05-11 ) May 11, 2004 (Aged 22)",Defensa,Unknown,26,8,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-05-27 ) May 27, 2004 (Aged 22)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-06-04 ) June 4, 2004 (Aged 22)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-06-09 ) June 9, 2004 (Aged 22)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-07-17 ) July 17, 2004 (Aged 21)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-08-09 ) August 9, 2004 (Aged 21)",Defensa,Unknown,26,16,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-09-04 ) September 4, 2004 (Aged 21)",Defensa,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-10-01 ) October 1, 2004 (Aged 21)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-12-24 ) December 24, 2004 (Aged 21)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2004-12-28 ) December 28, 2004 (Aged 21)",Defensa,West Ham United,26,18,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-01-27 ) January 27, 2005 (Aged 21)",Defensa,Sheffield United,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-03-11 ) March 11, 2005 (Aged 21)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-03-21 ) March 21, 2005 (Aged 21)",Defensa,Manchester City,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-03-23 ) March 23, 2005 (Aged 21)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-03-28 ) March 28, 2005 (Aged 21)",Defensa,Club Brugge,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-06-14 ) June 14, 2005 (Aged 20)",Defensa,Dundee United,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-07-26 ) July 26, 2005 (Aged 20)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-08-29 ) August 29, 2005 (Aged 20)",Defensa,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-09-19 ) September 19, 2005 (Aged 20)",Defensa,Unknown,26,10,Final,2026-05-26,A,CONCACAF,1
México,"( 2005-10-12 ) October 12, 2005 (Aged 20)",Defensa,Unknown,26,11,Final,2026-05-26,A,CONCACAF,1
México,"( 2006-01-25 ) January 25, 2006 (Aged 20)",Defensa,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 2006-03-26 ) March 26, 2006 (Aged 20)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2006-03-29 ) March 29, 2006 (Aged 20)",Defensa,Unknown,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2006-07-17 ) July 17, 2006 (Aged 19)",Defensa,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 2007-01-22 ) January 22, 2007 (Aged 19)",Defensa,Unknown,26,11,Final,2026-05-26,A,CONCACAF,1
México,"( 2007-02-24 ) February 24, 2007 (Aged 19)",Defensa,Unknown,26,4,Final,2026-05-26,A,CONCACAF,1
México,"( 2007-04-03 ) April 3, 2007 (Aged 19)",Defensa,Manchester United,26,1,Final,2026-05-26,A,CONCACAF,1
México,"( 2007-08-07 ) August 7, 2007 (Aged 18)",Defensa,Unknown,26,2,Final,2026-05-26,A,CONCACAF,1
México,"( 1985-02-05 ) February 5, 1985 (Aged 41)",Delantero,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 1986-03-17 ) March 17, 1986 (Aged 40)",Delantero,Unknown,26,73,Final,2026-05-26,A,CONCACAF,1
México,"( 1987-06-24 ) June 24, 1987 (Aged 38)",Delantero,Unknown,26,0,Final,2026-05-26,A,CONCACAF,1
México,"( 1989-02-02 ) February 2, 1989 (Aged 37)",Delantero,Unknown,26,38,Final,2026-05-26,A,CONCACAF,1
México,"( 1989-04-19 ) April 19, 1989 (Aged 37)",Delantero,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 1989-08-03 ) August 3, 1989 (Aged 36)",Delantero,Unknown,26,53,Final,2026-05-26,A,CONCACAF,1
México,"( 1990-01-08 ) January 8, 1990 (Aged 36)",Delantero,Unknown,26,94,Final,2026-05-26,A,CONCACAF,1
México,"( 1990-02-19 ) February 19, 1990 (Aged 36)",Delantero,Unknown,26,17,Final,2026-05-26,A,CONCACAF,1
México,"( 1990-08-10 ) August 10, 1990 (Aged 35)",Delantero,Unknown,26,5,Final,2026-05-26,A,CONCACAF,1
México,"( 1990-11-27 ) November 27, 1990 (Aged 35)",Delantero,Unknown,26,59,Final,2026-05-26,A,CONCACAF,1
México,"( 1990-12-11 ) December 11, 1990 (Aged 35)",Delantero,Unknown,26,41,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-02-10 ) February 10, 1991 (Aged 35)",Delantero,Unknown,26,7,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-04-11 ) April 11, 1991 (Aged 35)",Delantero,Unknown,26,68,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-04-13 ) April 13, 1991 (Aged 35)",Delantero,Unknown,26,52,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-05-05 ) May 5, 1991 (Aged 35)",Delantero,Unknown,26,44,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-06-19 ) June 19, 1991 (Aged 34)",Delantero,Unknown,26,36,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-07-09 ) July 9, 1991 (Aged 34)",Delantero,Unknown,26,22,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-07-22 ) July 22, 1991 (Aged 34)",Delantero,Unknown,26,36,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-09-11 ) September 11, 1991 (Aged 34)",Delantero,Leicester City,26,33,Final,2026-05-26,A,CONCACAF,1
México,"( 1991-12-07 ) December 7, 1991 (Aged 34)",Delantero,Unknown,26,9,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-02-05 ) February 5, 1992 (Aged 34)",Delantero,Unknown,26,79,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-04-10 ) April 10, 1992 (Aged 34)",Delantero,Unknown,26,53,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-06-15 ) June 15, 1992 (Aged 33)",Delantero,Unknown,26,67,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-07-08 ) July 8, 1992 (Aged 33)",Delantero,Los Angeles Fc,26,54,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-07-18 ) July 18, 1992 (Aged 33)",Delantero,Unknown,26,59,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-09-19 ) September 19, 1992 (Aged 33)",Delantero,Unknown,26,34,Final,2026-05-26,A,CONCACAF,1
México,"( 1992-12-19 ) December 19, 1992 (Aged 33)",Delantero,Unknown,26,3,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-01-17 ) January 17, 1993 (Aged 33)",Delantero,Unknown,26,6,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-01-31 ) January 31, 1993 (Aged 33)",Delantero,Unknown,26,66,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-04-30 ) April 30, 1993 (Aged 33)",Delantero,Unknown,26,81,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-05-11 ) May 11, 1993 (Aged 33)",Delantero,Unknown,26,21,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-05-13 ) May 13, 1993 (Aged 33)",Delantero,Unknown,26,89,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-06-25 ) June 25, 1993 (Aged 32)",Delantero,Unknown,26,55,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-07-28 ) July 28, 1993 (Aged 32)",Delantero,Unknown,26,78,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-08-06 ) August 6, 1993 (Aged 32)",Delantero,Unknown,26,33,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-08-18 ) August 18, 1993 (Aged 32)",Delantero,Unknown,26,65,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-09-01 ) September 1, 1993 (Aged 32)",Delantero,Unknown,26,74,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-10-06 ) October 6, 1993 (Aged 32)",Delantero,Unknown,26,87,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-11-01 ) November 1, 1993 (Aged 32)",Delantero,Unknown,26,55,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-11-07 ) November 7, 1993 (Aged 32)",Delantero,Miami Fc,26,12,Final,2026-05-26,A,CONCACAF,1
México,"( 1993-12-20 ) December 20, 1993 (Aged 32)",Delantero,Unknown,26,67,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-04-07 ) April 7, 1994 (Aged 32)",Delantero,Unknown,26,76,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-04-18 ) April 18, 1994 (Aged 32)",Delantero,Fc Augsburg,26,11,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-04-27 ) April 27, 1994 (Aged 32)",Delantero,Unknown,26,36,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-06-15 ) June 15, 1994 (Aged 31)",Delantero,Unknown,26,25,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-06-20 ) June 20, 1994 (Aged 31)",Delantero,Unknown,26,10,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-08-19 ) August 19, 1994 (Aged 31)",Delantero,Unknown,26,14,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-09-29 ) September 29, 1994 (Aged 31)",Delantero,Unknown,26,37,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-10-01 ) October 1, 1994 (Aged 31)",Delantero,Unknown,26,94,Final,2026-05-26,A,CONCACAF,1
México,"( 1994-12-04 ) December 4, 1994 (Aged 31)",Delantero,Unknown,26,50,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-01-26 ) January 26, 1995 (Aged 31)",Delantero,Unknown,26,21,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-03-15 ) March 15, 1995 (Aged 31)",Delantero,Unknown,26,10,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-03-29 ) March 29, 1995 (Aged 31)",Delantero,Unknown,26,49,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-04-17 ) April 17, 1995 (Aged 31)",Delantero,Unknown,26,88,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-05-29 ) May 29, 1995 (Aged 31)",Delantero,Unknown,26,54,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-06-16 ) June 16, 1995 (Aged 30)",Delantero,Unknown,26,14,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-06-29 ) June 29, 1995 (Aged 30)",Delantero,Unknown,26,90,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-07-15 ) July 15, 1995 (Aged 30)",Delantero,Unknown,26,45,Final,2026-05-26,A,CONCACAF,1
México,"( 1995-08-10 ) August 10, 1995 (Aged 30)",Delantero,Unknown,26,18,Final,2026-05-26,A,CONCACAF,1
