date,home_team,away_team,home_score,away_score,tournament,country,city,neutral,confederation,world_cup_cycle
2023-11-15,Belgium,Serbia,1.0,0.0,Friendly,Belgium,Leuven,False,UEFA,2026
2023-11-15,Israel,Switzerland,1.0,1.0,UEFA Euro qualification,Hungary,Felcsút,True,UEFA,2026
2023-11-16,Yemen,Bahrain,0.0,2.0,FIFA World Cup qualification,Saudi Arabia,Abha,True,AFC,2026
2023-11-16,Lebanon,Palestine,0.0,0.0,FIFA World Cup qualification,United Arab Emirates,Sharjah,True,Unknown,2026
2023-11-16,Australia,Bangladesh,7.0,0.0,FIFA World Cup qualification,Australia,Melbourne,False,AFC,2026
2023-11-16,Sudan,Togo,1.0,1.0,FIFA World Cup qualification,Libya,Benghazi,True,Unknown,2026
2023-11-16,Nigeria,Lesotho,1.0,1.0,FIFA World Cup qualification,Nigeria,Uyo,False,CAF,2026
2023-11-16,Cape Verde,Angola,0.0,0.0,FIFA World Cup qualification,Cape Verde,Praia,False,Unknown,2026
2023-11-16,Burundi,Gambia,3.0,2.0,FIFA World Cup qualification,Tanzania,Dar es Salaam,True,Unknown,2026
2023-11-16,Gabon,Kenya,2.0,1.0,FIFA World Cup qualification,Gabon,Franceville,False,Unknown,2026
2023-11-16,Botswana,Mozambique,2.0,3.0,FIFA World Cup qualification,Botswana,Francistown,False,Unknown,2026
2023-11-16,Algeria,Somalia,3.0,1.0,FIFA World Cup qualification,Algeria,Algiers,False,CAF,2026
2023-11-16,Cyprus,Spain,1.0,3.0,UEFA Euro qualification,Cyprus,Limassol,False,UEFA,2026
2023-11-16,Norway,Faroe Islands,2.0,0.0,Friendly,Norway,Oslo,False,Unknown,2026
2023-11-16,United Arab Emirates,Nepal,4.0,0.0,FIFA World Cup qualification,United Arab Emirates,Dubai,False,Unknown,2026
2023-11-16,Georgia,Scotland,2.0,2.0,UEFA Euro qualification,Georgia,Tbilisi,False,UEFA,2026
2023-11-16,Estonia,Austria,0.0,2.0,UEFA Euro qualification,Estonia,Tallinn,False,UEFA,2026
2023-11-16,Azerbaijan,Sweden,3.0,0.0,UEFA Euro qualification,Azerbaijan,Baku,False,UEFA,2026
2023-11-16,Bulgaria,Hungary,2.0,2.0,UEFA Euro qualification,Bulgaria,Sofia,False,UEFA,2026
2023-11-16,Montenegro,Lithuania,2.0,0.0,UEFA Euro qualification,Montenegro,Podgorica,False,UEFA,2026
2023-11-16,Liechtenstein,Portugal,0.0,2.0,UEFA Euro qualification,Liechtenstein,Vaduz,False,UEFA,2026
2023-11-16,Luxembourg,Bosnia and Herzegovina,4.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,UEFA,2026
2023-11-16,Slovakia,Iceland,4.0,2.0,UEFA Euro qualification,Slovakia,Bratislava,False,UEFA,2026
2023-11-16,Curaçao,El Salvador,1.0,1.0,Friendly,Curaçao,Willemstad,False,Unknown,2026
2023-11-16,Saudi Arabia,Pakistan,4.0,0.0,FIFA World Cup qualification,Saudi Arabia,Al Hofuf,False,AFC,2026
2023-11-16,Egypt,Djibouti,6.0,0.0,FIFA World Cup qualification,Egypt,Cairo,False,CAF,2026
2023-11-16,Philippines,Vietnam,0.0,2.0,FIFA World Cup qualification,Philippines,Manila,False,Unknown,2026
2023-11-16,Sint Maarten,Guadeloupe,0.0,2.0,CONCACAF Nations League,Barbados,Bridgetown,True,CONCACAF,2026
2023-11-16,Saint Kitts and Nevis,Saint Lucia,0.0,0.0,CONCACAF Nations League,Saint Kitts and Nevis,Basseterre,False,CONCACAF,2026
2023-11-16,United States Virgin Islands,Aruba,1.0,4.0,CONCACAF Nations League,United States Virgin Islands,Saint Croix,False,CONCACAF,2026
2023-11-16,British Virgin Islands,Dominica,1.0,2.0,CONCACAF Nations League,British Virgin Islands,Road Town,False,CONCACAF,2026
2023-11-16,Costa Rica,Panama,0.0,3.0,CONCACAF Nations League,Costa Rica,San José,False,CONCACAF,2026
2023-11-16,Bolivia,Peru,2.0,0.0,FIFA World Cup qualification,Bolivia,La Paz,False,CONMEBOL,2026
2023-11-16,Venezuela,Ecuador,0.0,0.0,FIFA World Cup qualification,Venezuela,Maturín,False,CONMEBOL,2026
2023-11-16,Colombia,Brazil,2.0,1.0,FIFA World Cup qualification,Colombia,Barranquilla,False,CONMEBOL,2026
2023-11-16,Argentina,Uruguay,0.0,2.0,FIFA World Cup qualification,Argentina,Buenos Aires,False,CONMEBOL,2026
2023-11-16,Chile,Paraguay,0.0,0.0,FIFA World Cup qualification,Chile,Santiago,False,CONMEBOL,2026
2023-11-16,Qatar,Afghanistan,8.0,1.0,FIFA World Cup qualification,Qatar,Al Rayyan,False,AFC,2026
2023-11-16,United States,Trinidad and Tobago,3.0,0.0,CONCACAF Nations League,United States,Austin,False,CONCACAF,2026
2023-11-16,Japan,Myanmar,5.0,0.0,FIFA World Cup qualification,Japan,Suita,False,AFC,2026
2023-11-16,Syria,North Korea,1.0,0.0,FIFA World Cup qualification,Saudi Arabia,Jeddah,True,AFC,2026
2023-11-16,Thailand,China PR,1.0,2.0,FIFA World Cup qualification,Thailand,Bangkok,False,Unknown,2026
2023-11-16,South Korea,Singapore,5.0,0.0,FIFA World Cup qualification,South Korea,Seoul,False,AFC,2026
2023-11-16,Oman,Taiwan,3.0,0.0,FIFA World Cup qualification,Oman,Muscat,False,AFC,2026
2023-11-16,Tajikistan,Jordan,1.0,1.0,FIFA World Cup qualification,Tajikistan,Dushanbe,False,Unknown,2026
2023-11-16,Malaysia,Kyrgyzstan,4.0,3.0,FIFA World Cup qualification,Malaysia,Kuala Lumpur,False,Unknown,2026
2023-11-16,Iran,Hong Kong,4.0,0.0,FIFA World Cup qualification,Iran,Tehran,False,AFC,2026
2023-11-16,Turkmenistan,Uzbekistan,1.0,3.0,FIFA World Cup qualification,Turkmenistan,Ashgabat,False,Unknown,2026
2023-11-16,Iraq,Indonesia,5.0,1.0,FIFA World Cup qualification,Iraq,Basra,False,AFC,2026
2023-11-16,Kuwait,India,0.0,1.0,FIFA World Cup qualification,Kuwait,Kuwait City,False,Unknown,2026
2023-11-17,Mali,Chad,3.0,1.0,FIFA World Cup qualification,Mali,Bamako,False,Unknown,2026
2023-11-17,Greece,New Zealand,2.0,0.0,Friendly,Greece,Athens,False,Unknown,2026
2023-11-17,England,Malta,2.0,0.0,UEFA Euro qualification,England,London,False,UEFA,2026
2023-11-17,Italy,North Macedonia,5.0,2.0,UEFA Euro qualification,Italy,Rome,False,UEFA,2026
2023-11-17,Moldova,Albania,1.0,1.0,UEFA Euro qualification,Moldova,Chișinău,False,UEFA,2026
2023-11-17,Solomon Islands,Samoa,1.0,0.0,Pacific Games,Solomon Islands,Honiara,False,OFC,2026
2023-11-17,Finland,Northern Ireland,4.0,0.0,UEFA Euro qualification,Finland,Helsinki,False,UEFA,2026
2023-11-17,Denmark,Slovenia,2.0,1.0,UEFA Euro qualification,Denmark,Copenhagen,False,UEFA,2026
2023-11-17,Kazakhstan,San Marino,3.0,1.0,UEFA Euro qualification,Kazakhstan,Astana,False,UEFA,2026
2023-11-17,Papua New Guinea,Tuvalu,3.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-17,Ghana,Madagascar,1.0,0.0,FIFA World Cup qualification,Ghana,Kumasi,False,CAF,2026
2023-11-17,Poland,Czech Republic,1.0,1.0,UEFA Euro qualification,Poland,Warsaw,False,UEFA,2026
2023-11-17,Comoros,Central African Republic,4.0,2.0,FIFA World Cup qualification,Comoros,Moroni,False,Unknown,2026
2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0,FIFA World Cup qualification,Tunisia,Radès,False,CAF,2026
2023-11-17,Liberia,Malawi,0.0,1.0,FIFA World Cup qualification,Liberia,Monrovia,False,Unknown,2026
2023-11-17,Montserrat,Dominican Republic,2.0,1.0,CONCACAF Nations League,Montserrat,Lookout,False,CONCACAF,2026
2023-11-17,Barbados,Nicaragua,0.0,4.0,CONCACAF Nations League,Barbados,Bridgetown,False,CONCACAF,2026
2023-11-17,Belize,French Guiana,1.0,0.0,CONCACAF Nations League,Belize,Belmopan,False,CONCACAF,2026
2023-11-17,Honduras,Mexico,2.0,0.0,CONCACAF Nations League,Honduras,Tegucigalpa,False,CONCACAF,2026
2023-11-17,Burkina Faso,Guinea-Bissau,1.0,1.0,FIFA World Cup qualification,Morocco,Marrakech,True,CAF,2026
2023-11-17,Bermuda,Saint Vincent and the Grenadines,3.0,1.0,CONCACAF Nations League,Bermuda,Devonshire Parish,False,CONCACAF,2026
2023-11-17,Cameroon,Mauritius,3.0,0.0,FIFA World Cup qualification,Cameroon,Douala,False,CAF,2026
2023-11-17,Zambia,Congo,4.0,2.0,FIFA World Cup qualification,Zambia,Ndola,False,Unknown,2026
2023-11-17,Ivory Coast,Seychelles,9.0,0.0,FIFA World Cup qualification,Ivory Coast,Abidjan,False,CAF,2026
2023-11-17,Guinea,Uganda,2.0,1.0,FIFA World Cup qualification,Morocco,Berkane,True,CAF,2026
2023-11-17,Eswatini,Libya,0.0,1.0,FIFA World Cup qualification,South Africa,Mbombela,True,CAF,2026
2023-11-18,Armenia,Wales,1.0,1.0,UEFA Euro qualification,Armenia,Yerevan,False,UEFA,2026
2023-11-18,Fiji,Northern Mariana Islands,10.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-18,New Caledonia,Tonga,7.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-18,Israel,Romania,1.0,2.0,UEFA Euro qualification,Hungary,Felcsút,True,UEFA,2026
2023-11-18,Switzerland,Kosovo,1.0,1.0,UEFA Euro qualification,Switzerland,Basel,False,UEFA,2026
2023-11-18,Belarus,Andorra,1.0,0.0,UEFA Euro qualification,Hungary,Budapest,True,UEFA,2026
2023-11-18,Latvia,Croatia,0.0,2.0,UEFA Euro qualification,Latvia,Riga,False,UEFA,2026
2023-11-18,Netherlands,Republic of Ireland,1.0,0.0,UEFA Euro qualification,Netherlands,Amsterdam,False,UEFA,2026
2023-11-18,Niger,Tanzania,0.0,1.0,FIFA World Cup qualification,Morocco,Marrakech,True,CAF,2026
2023-11-18,Germany,Turkey,2.0,3.0,Friendly,Germany,Berlin,False,UEFA,2026
2023-11-18,South Africa,Benin,2.0,1.0,FIFA World Cup qualification,South Africa,Durban,False,CAF,2026
2023-11-18,Senegal,South Sudan,4.0,0.0,FIFA World Cup qualification,Senegal,Diamniadio,False,CAF,2026
2023-11-18,Jamaica,Canada,1.0,2.0,CONCACAF Nations League,Jamaica,Kingston,False,CONCACAF,2026
2023-11-18,Anguilla,Bonaire,0.0,3.0,CONCACAF Nations League,Anguilla,The Valley,False,CONCACAF,2026
2023-11-18,Antigua and Barbuda,Puerto Rico,2.0,3.0,CONCACAF Nations League,Antigua and Barbuda,Piggotts,False,CONCACAF,2026
2023-11-18,France,Gibraltar,14.0,0.0,UEFA Euro qualification,France,Nice,False,UEFA,2026
2023-11-19,Belgium,Azerbaijan,5.0,0.0,UEFA Euro qualification,Belgium,Brussels,False,UEFA,2026
2023-11-19,Liechtenstein,Luxembourg,0.0,1.0,UEFA Euro qualification,Liechtenstein,Vaduz,False,UEFA,2026
2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0,UEFA Euro qualification,Bosnia and Herzegovina,Zenica,False,UEFA,2026
2023-11-19,Portugal,Iceland,2.0,0.0,UEFA Euro qualification,Portugal,Lisbon,False,UEFA,2026
2023-11-19,Serbia,Bulgaria,2.0,2.0,UEFA Euro qualification,Serbia,Leskovac,False,UEFA,2026
2023-11-19,Hungary,Montenegro,3.0,1.0,UEFA Euro qualification,Hungary,Budapest,False,UEFA,2026
2023-11-19,Sweden,Estonia,2.0,0.0,UEFA Euro qualification,Sweden,Stockholm,False,UEFA,2026
2023-11-19,Spain,Georgia,3.0,1.0,UEFA Euro qualification,Spain,Valladolid,False,UEFA,2026
2023-11-19,Guadeloupe,Saint Kitts and Nevis,5.0,0.0,CONCACAF Nations League,Guadeloupe,Sainte-Anne,False,CONCACAF,2026
2023-11-19,Cyprus,Lithuania,1.0,0.0,Friendly,Cyprus,Limassol,False,Unknown,2026
2023-11-19,Mozambique,Algeria,0.0,2.0,FIFA World Cup qualification,Mozambique,Maputo,False,Unknown,2026
2023-11-19,Burundi,Gabon,1.0,2.0,FIFA World Cup qualification,Tanzania,Dar es Salaam,True,Unknown,2026
2023-11-19,Zimbabwe,Nigeria,1.0,1.0,FIFA World Cup qualification,Rwanda,Butare,True,Unknown,2026
2023-11-19,Sudan,DR Congo,1.0,0.0,FIFA World Cup qualification,Libya,Benghazi,True,Unknown,2026
2023-11-19,Sierra Leone,Egypt,0.0,2.0,FIFA World Cup qualification,Liberia,Monrovia,True,Unknown,2026
2023-11-19,Saint Lucia,Sint Maarten,1.0,2.0,CONCACAF Nations League,Saint Lucia,Gros Islet,False,CONCACAF,2026
2023-11-19,Scotland,Norway,3.0,3.0,UEFA Euro qualification,Scotland,Glasgow,False,UEFA,2026
2023-11-20,North Macedonia,England,1.0,1.0,UEFA Euro qualification,North Macedonia,Skopje,False,UEFA,2026
2023-11-20,Ukraine,Italy,0.0,0.0,UEFA Euro qualification,Germany,Leverkusen,True,UEFA,2026
2023-11-20,Albania,Faroe Islands,0.0,0.0,UEFA Euro qualification,Albania,Tirana,False,UEFA,2026
2023-11-20,Czech Republic,Moldova,3.0,0.0,UEFA Euro qualification,Czech Republic,Olomouc,False,UEFA,2026
2023-11-20,Tuvalu,Vanuatu,0.0,6.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-20,San Marino,Finland,1.0,2.0,UEFA Euro qualification,San Marino,Serravalle,False,UEFA,2026
2023-11-20,Slovenia,Kazakhstan,2.0,1.0,UEFA Euro qualification,Slovenia,Ljubljana,False,UEFA,2026
2023-11-20,Russia,Cuba,8.0,0.0,Friendly,Russia,Volgograd,False,UEFA,2026
2023-11-20,Northern Ireland,Denmark,2.0,0.0,UEFA Euro qualification,Northern Ireland,Belfast,False,UEFA,2026
2023-11-20,Curaçao,El Salvador,1.0,1.0,Friendly,Curaçao,Willemstad,False,Unknown,2026
2023-11-20,Samoa,American Samoa,10.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-20,Mali,Central African Republic,1.0,1.0,FIFA World Cup qualification,Mali,Bamako,False,Unknown,2026
2023-11-20,Liberia,Equatorial Guinea,3.0,0.0,FIFA World Cup qualification,Liberia,Monrovia,False,Unknown,2026
2023-11-20,Seychelles,Kenya,0.0,5.0,FIFA World Cup qualification,Ivory Coast,Abidjan,True,CAF,2026
2023-11-20,Gambia,Ivory Coast,0.0,2.0,FIFA World Cup qualification,Tanzania,Dar es Salaam,True,Unknown,2026
2023-11-20,Djibouti,Guinea-Bissau,0.0,1.0,FIFA World Cup qualification,Egypt,Cairo,True,CAF,2026
2023-11-20,Trinidad and Tobago,United States,2.0,1.0,CONCACAF Nations League,Trinidad and Tobago,Port of Spain,False,CONCACAF,2026
2023-11-20,Panama,Costa Rica,3.0,1.0,CONCACAF Nations League,Panama,Panama City,False,CONCACAF,2026
2023-11-20,Dominica,Turks and Caicos Islands,2.0,0.0,CONCACAF Nations League,British Virgin Islands,Road Town,True,CONCACAF,2026
2023-11-20,Aruba,Cayman Islands,5.0,1.0,CONCACAF Nations League,Aruba,Oranjestad,False,CONCACAF,2026
2023-11-20,Montserrat,Barbados,4.0,2.0,CONCACAF Nations League,Montserrat,Lookout,False,CONCACAF,2026
2023-11-20,Chad,Madagascar,0.0,3.0,FIFA World Cup qualification,Morocco,Oujda,True,CAF,2026
2023-11-21,Somalia,Uganda,0.0,1.0,FIFA World Cup qualification,Morocco,Berkane,True,CAF,2026
2023-11-21,Tanzania,Morocco,0.0,2.0,FIFA World Cup qualification,Tanzania,Dar es Salaam,False,Unknown,2026
2023-11-21,Niger,Zambia,2.0,1.0,FIFA World Cup qualification,Morocco,Marrakech,True,CAF,2026
2023-11-21,Mauritius,Angola,0.0,0.0,FIFA World Cup qualification,Mauritius,Saint Pierre,False,Unknown,2026
2023-11-21,Libya,Cameroon,1.0,1.0,FIFA World Cup qualification,Libya,Benghazi,False,Unknown,2026
2023-11-21,South Sudan,Mauritania,0.0,0.0,FIFA World Cup qualification,Senegal,Diamniadio,True,CAF,2026
2023-11-21,Rwanda,South Africa,2.0,0.0,FIFA World Cup qualification,Rwanda,Butare,False,Unknown,2026
2023-11-21,Lesotho,Benin,0.0,0.0,FIFA World Cup qualification,South Africa,Durban,True,CAF,2026
2023-11-21,Togo,Senegal,0.0,0.0,FIFA World Cup qualification,Togo,Lomé,False,Unknown,2026
2023-11-21,Botswana,Guinea,1.0,0.0,FIFA World Cup qualification,Botswana,Francistown,False,Unknown,2026
2023-11-21,Ethiopia,Burkina Faso,0.0,3.0,FIFA World Cup qualification,Morocco,El Jadida,True,CAF,2026
2023-11-21,Eswatini,Cape Verde,0.0,2.0,FIFA World Cup qualification,South Africa,Mbombela,True,CAF,2026
2023-11-21,Malawi,Tunisia,0.0,1.0,FIFA World Cup qualification,Malawi,Lilongwe,False,Unknown,2026
2023-11-21,Gibraltar,Netherlands,0.0,6.0,UEFA Euro qualification,Portugal,Faro-Loulé,True,UEFA,2026
2023-11-21,Comoros,Ghana,1.0,0.0,FIFA World Cup qualification,Comoros,Moroni,False,Unknown,2026
2023-11-21,Austria,Germany,2.0,0.0,Friendly,Austria,Vienna,False,UEFA,2026
2023-11-21,Poland,Latvia,2.0,0.0,Friendly,Poland,Warsaw,False,UEFA,2026
2023-11-21,Republic of Ireland,New Zealand,1.0,1.0,Friendly,Republic of Ireland,Dublin,False,Unknown,2026
2023-11-21,Greece,France,2.0,2.0,UEFA Euro qualification,Greece,Athens,False,UEFA,2026
2023-11-21,Wales,Turkey,1.0,1.0,UEFA Euro qualification,Wales,Cardiff,False,UEFA,2026
2023-11-21,Croatia,Armenia,1.0,0.0,UEFA Euro qualification,Croatia,Zagreb,False,UEFA,2026
2023-11-21,Andorra,Israel,0.0,2.0,UEFA Euro qualification,Andorra,Andorra la Vella,False,UEFA,2026
2023-11-21,Kosovo,Belarus,0.0,1.0,UEFA Euro qualification,Kosovo,Pristina,False,UEFA,2026
2023-11-21,Romania,Switzerland,1.0,0.0,UEFA Euro qualification,Romania,Bucharest,False,UEFA,2026
2023-11-21,Tonga,Cook Islands,1.0,2.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-21,Fiji,Tahiti,0.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-21,Bangladesh,Lebanon,1.0,1.0,FIFA World Cup qualification,Bangladesh,Dhaka,False,Unknown,2026
2023-11-21,São Tomé and Príncipe,Namibia,0.0,2.0,FIFA World Cup qualification,Morocco,Agadir,True,CAF,2026
2023-11-21,Palestine,Australia,0.0,1.0,FIFA World Cup qualification,Kuwait,Kuwait City,True,Unknown,2026
2023-11-21,Brazil,Argentina,0.0,1.0,FIFA World Cup qualification,Brazil,Rio de Janeiro,False,CONMEBOL,2026
2023-11-21,Bahrain,United Arab Emirates,0.0,2.0,FIFA World Cup qualification,Bahrain,Riffa,False,Unknown,2026
2023-11-21,Nicaragua,Dominican Republic,0.0,0.0,CONCACAF Nations League,Nicaragua,Managua,False,CONCACAF,2026
2023-11-21,French Guiana,Bermuda,3.0,0.0,CONCACAF Nations League,Martinique,Fort-de-France,True,CONCACAF,2026
2023-11-21,Saint Vincent and the Grenadines,Belize,3.0,0.0,CONCACAF Nations League,Saint Vincent and the Grenadines,Saint George's,False,CONCACAF,2026
2023-11-21,Guyana,Antigua and Barbuda,6.0,0.0,CONCACAF Nations League,Dominican Republic,Santo Domingo,True,CONCACAF,2026
2023-11-21,Bonaire,Saint Martin,0.0,4.0,CONCACAF Nations League,Bonaire,Rincon,False,CONCACAF,2026
2023-11-21,Canada,Jamaica,2.0,3.0,CONCACAF Nations League,Canada,Toronto,False,CONCACAF,2026
2023-11-21,Mexico,Honduras,2.0,0.0,CONCACAF Nations League,Mexico,Mexico City,False,CONCACAF,2026
2023-11-21,Ecuador,Chile,1.0,0.0,FIFA World Cup qualification,Ecuador,Quito,False,CONMEBOL,2026
2023-11-21,Paraguay,Colombia,0.0,1.0,FIFA World Cup qualification,Paraguay,Asunción,False,CONMEBOL,2026
2023-11-21,Uruguay,Bolivia,3.0,0.0,FIFA World Cup qualification,Uruguay,Montevideo,False,CONMEBOL,2026
2023-11-21,Peru,Venezuela,1.0,1.0,FIFA World Cup qualification,Peru,Lima,False,CONMEBOL,2026
2023-11-21,Nepal,Yemen,0.0,2.0,FIFA World Cup qualification,Nepal,Kathmandu,False,Unknown,2026
2023-11-21,India,Qatar,0.0,3.0,FIFA World Cup qualification,India,Bhubaneswar,False,Unknown,2026
2023-11-21,Puerto Rico,Bahamas,6.0,1.0,CONCACAF Nations League,Puerto Rico,Bayamón,False,CONCACAF,2026
2023-11-21,Myanmar,North Korea,1.0,6.0,FIFA World Cup qualification,Myanmar,Yangon,False,Unknown,2026
2023-11-21,Syria,Japan,0.0,5.0,FIFA World Cup qualification,Saudi Arabia,Jeddah,True,AFC,2026
2023-11-21,China PR,South Korea,0.0,3.0,FIFA World Cup qualification,China PR,Shenzhen,False,Unknown,2026
2023-11-21,Singapore,Thailand,1.0,3.0,FIFA World Cup qualification,Singapore,Kallang,False,Unknown,2026
2023-11-21,Taiwan,Malaysia,0.0,1.0,FIFA World Cup qualification,Taiwan,Taipei,False,Unknown,2026
2023-11-21,Kyrgyzstan,Oman,1.0,0.0,FIFA World Cup qualification,Kyrgyzstan,Bishkek,False,Unknown,2026
2023-11-21,Uzbekistan,Iran,2.0,2.0,FIFA World Cup qualification,Uzbekistan,Tashkent,False,Unknown,2026
2023-11-21,Hong Kong,Turkmenistan,2.0,2.0,FIFA World Cup qualification,Hong Kong,Hong Kong,False,Unknown,2026
2023-11-21,Afghanistan,Kuwait,0.0,4.0,FIFA World Cup qualification,Saudi Arabia,Dammam,True,AFC,2026
2023-11-21,Philippines,Indonesia,1.0,1.0,FIFA World Cup qualification,Philippines,Manila,False,Unknown,2026
2023-11-21,Vietnam,Iraq,0.0,1.0,FIFA World Cup qualification,Vietnam,Hanoi,False,Unknown,2026
2023-11-21,Pakistan,Tajikistan,1.0,6.0,FIFA World Cup qualification,Pakistan,Islamabad,False,Unknown,2026
2023-11-21,Jordan,Saudi Arabia,0.0,2.0,FIFA World Cup qualification,Jordan,Amman,False,Unknown,2026
2023-11-23,Vanuatu,Papua New Guinea,1.0,1.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-23,Solomon Islands,American Samoa,11.0,0.0,Pacific Games,Solomon Islands,Honiara,False,OFC,2026
2023-11-24,Northern Mariana Islands,Tahiti,0.0,5.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-24,Cook Islands,New Caledonia,0.0,8.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-27,Northern Mariana Islands,American Samoa,4.0,0.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-27,Tonga,Tuvalu,0.0,4.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-27,Tahiti,Samoa,2.0,1.0,Pacific Games,Solomon Islands,Honiara,True,OFC,2026
2023-11-27,Cook Islands,Papua New Guinea,0.0,3.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-11-28,New Caledonia,Vanuatu,1.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-11-28,Solomon Islands,Fiji,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,False,OFC,2026
2023-11-30,Northern Mariana Islands,Tuvalu,1.0,4.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-11-30,American Samoa,Tonga,2.0,6.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-11-30,Samoa,Cook Islands,3.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-11-30,Tahiti,Papua New Guinea,2.0,0.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-12-01,Vanuatu,Fiji,2.0,4.0,Pacific Games,Solomon Islands,Solomon Islands,True,OFC,2026
2023-12-02,Solomon Islands,New Caledonia,2.0,2.0,Pacific Games,Solomon Islands,Solomon Islands,False,OFC,2026
2023-12-16,Mexico,Colombia,2.0,3.0,Friendly,United States,Los Angeles,True,CONCACAF,2026
2024-01-01,China PR,Hong Kong,1.0,2.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-01,Japan,Thailand,5.0,0.0,Friendly,Japan,Tokyo,False,AFC,2026
2024-01-02,Indonesia,Libya,0.0,4.0,Friendly,Turkey,Antalya,True,UEFA,2026
2024-01-04,Saudi Arabia,Lebanon,1.0,0.0,Friendly,Qatar,Doha,True,AFC,2026
2024-01-04,Tajikistan,Hong Kong,2.0,1.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-05,Indonesia,Libya,1.0,2.0,Friendly,Turkey,Antalya,True,UEFA,2026
2024-01-05,Iran,Burkina Faso,2.0,1.0,Friendly,Iran,Kish,False,AFC,2026
2024-01-05,Kyrgyzstan,Syria,1.0,1.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-05,Qatar,Jordan,1.0,2.0,Friendly,Qatar,Al Rayyan,False,AFC,2026
2024-01-05,Togo,Algeria,0.0,3.0,Friendly,Togo,Lomé,False,Unknown,2026
2024-01-06,Mali,Guinea-Bissau,6.0,2.0,Friendly,Mali,Bamako,False,Unknown,2026
2024-01-06,Tunisia,Mauritania,0.0,0.0,Friendly,Tunisia,Radès,False,CAF,2026
2024-01-06,United Arab Emirates,Oman,0.0,1.0,Friendly,United Arab Emirates,Abu Dhabi,False,Unknown,2026
2024-01-06,Ivory Coast,Sierra Leone,5.0,1.0,Friendly,Ivory Coast,San-Pédro,False,CAF,2026
2024-01-06,Bahrain,Australia,0.0,2.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-06,Iraq,South Korea,0.0,1.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-06,DR Congo,Angola,0.0,0.0,Friendly,United Arab Emirates,Dubai,True,Unknown,2026
2024-01-06,Mozambique,Lesotho,2.0,0.0,Friendly,South Africa,Johannesburg,True,CAF,2026
2024-01-07,Uzbekistan,Palestine,1.0,0.0,Friendly,Qatar,Doha,True,AFC,2026
2024-01-07,Egypt,Tanzania,2.0,0.0,Friendly,Egypt,Cairo,False,CAF,2026
2024-01-08,Nigeria,Guinea,0.0,2.0,Friendly,United Arab Emirates,Abu Dhabi,True,Unknown,2026
2024-01-08,Botswana,Mozambique,1.0,1.0,Friendly,South Africa,Johannesburg,True,CAF,2026
2024-01-08,Syria,Malaysia,2.0,2.0,Friendly,Qatar,Doha,True,AFC,2026
2024-01-08,Senegal,Niger,1.0,0.0,Friendly,Senegal,Dakar,False,CAF,2026
2024-01-08,Ghana,Namibia,0.0,0.0,Friendly,Ghana,Kumasi,False,CAF,2026
2024-01-09,Burundi,Algeria,0.0,4.0,Friendly,Togo,Lomé,True,Unknown,2026
2024-01-09,Indonesia,Iran,0.0,5.0,Friendly,Qatar,Al Rayyan,True,AFC,2026
2024-01-09,Saudi Arabia,Palestine,0.0,0.0,Friendly,Qatar,Al Wakrah,True,AFC,2026
2024-01-09,Zambia,Cameroon,1.0,1.0,Friendly,Saudi Arabia,Jeddah,True,AFC,2026
2024-01-09,Kyrgyzstan,Vietnam,2.0,1.0,Friendly,Qatar,Al Khor,True,AFC,2026
2024-01-09,Japan,Jordan,6.0,1.0,Friendly,Qatar,Doha,True,AFC,2026
