date,home_team,away_team,home_score,away_score,tournament,country,city,neutral,confederation,world_cup_cycle
2023-01-02,Thailand,Cambodia,3.0,1.0,AFF Championship,Thailand,Pathum Thani,False,Unknown,2026
2023-01-02,Philippines,Indonesia,1.0,2.0,AFF Championship,Philippines,Manila,False,Unknown,2026
2023-01-03,Vietnam,Myanmar,3.0,0.0,AFF Championship,Vietnam,Hanoi,False,Unknown,2026
2023-01-03,Malaysia,Singapore,4.0,1.0,AFF Championship,Malaysia,Kuala Lumpur,False,Unknown,2026
2023-01-06,Iraq,Oman,0.0,0.0,Gulf Cup,Iraq,Basra,False,AFC,2026
2023-01-06,Yemen,Saudi Arabia,0.0,2.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-06,Indonesia,Vietnam,0.0,0.0,AFF Championship,Indonesia,Jakarta,False,Unknown,2026
2023-01-07,Bahrain,United Arab Emirates,2.0,1.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-07,Kuwait,Qatar,0.0,2.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-07,Malaysia,Thailand,1.0,0.0,AFF Championship,Malaysia,Kuala Lumpur,False,Unknown,2026
2023-01-08,Iceland,Estonia,1.0,1.0,Friendly,Portugal,Albufeira,True,UEFA,2026
2023-01-09,Vietnam,Indonesia,2.0,0.0,AFF Championship,Vietnam,Hanoi,False,Unknown,2026
2023-01-09,Iraq,Saudi Arabia,2.0,0.0,Gulf Cup,Iraq,Basra,False,AFC,2026
2023-01-09,Sweden,Finland,2.0,0.0,Friendly,Portugal,Faro-Loulé,True,UEFA,2026
2023-01-09,Oman,Yemen,3.0,2.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-10,United Arab Emirates,Kuwait,0.0,1.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-10,Qatar,Bahrain,1.0,2.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-10,Thailand,Malaysia,3.0,0.0,AFF Championship,Thailand,Pathum Thani,False,Unknown,2026
2023-01-12,Saudi Arabia,Oman,1.0,2.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-12,Finland,Estonia,0.0,1.0,Friendly,Portugal,Albufeira,True,UEFA,2026
2023-01-12,Sweden,Iceland,2.0,1.0,Friendly,Portugal,Faro-Loulé,True,UEFA,2026
2023-01-12,Iraq,Yemen,5.0,0.0,Gulf Cup,Iraq,Basra,False,AFC,2026
2023-01-13,Vietnam,Thailand,2.0,2.0,AFF Championship,Vietnam,Hanoi,False,Unknown,2026
2023-01-13,Qatar,United Arab Emirates,1.0,1.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-13,Bahrain,Kuwait,1.0,1.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-16,Iraq,Qatar,2.0,1.0,Gulf Cup,Iraq,Basra,False,AFC,2026
2023-01-16,Bahrain,Oman,0.0,1.0,Gulf Cup,Iraq,Basra,True,AFC,2026
2023-01-16,Thailand,Vietnam,1.0,0.0,AFF Championship,Thailand,Pathum Thani,False,Unknown,2026
2023-01-19,Iraq,Oman,3.0,2.0,Gulf Cup,Iraq,Basra,False,AFC,2026
2023-01-25,United States,Serbia,1.0,2.0,Friendly,United States,Los Angeles,False,CONCACAF,2026
2023-01-28,United States,Colombia,0.0,0.0,Friendly,United States,Carson,False,CONCACAF,2026
2023-02-22,Grenada,Barbados,1.0,1.0,Friendly,Grenada,Sauteurs,False,Unknown,2026
2023-02-26,Grenada,Barbados,2.0,2.0,Friendly,Grenada,St. George's,False,Unknown,2026
2023-03-03,Grenada,Saint Lucia,1.0,2.0,Friendly,Grenada,St. George's,False,Unknown,2026
2023-03-04,Saint Barthélemy,Sint Maarten,5.0,1.0,Friendly,Saint Barthélemy,Saint-Jean,False,Unknown,2026
2023-03-05,Grenada,Saint Lucia,2.0,0.0,Friendly,Grenada,Gouyave,False,Unknown,2026
2023-03-10,Saint Martin,Saint Barthélemy,3.0,2.0,Friendly,Saint Martin,Quartier-d'Orleans,False,Unknown,2026
2023-03-11,Jamaica,Trinidad and Tobago,0.0,1.0,Friendly,Jamaica,Montego Bay,False,CONCACAF,2026
2023-03-12,Guatemala,Panama,1.0,1.0,Friendly,United States,San Jose,True,CONCACAF,2026
2023-03-14,Jamaica,Trinidad and Tobago,0.0,0.0,Friendly,Jamaica,Kingston,False,CONCACAF,2026
2023-03-15,Bangladesh,Malawi,1.0,1.0,Friendly,Saudi Arabia,Medina,True,AFC,2026
2023-03-19,Ethiopia,Rwanda,1.0,0.0,Friendly,Ethiopia,Adama,False,Unknown,2026
2023-03-20,Fiji,Vanuatu,1.0,2.0,Friendly,Fiji,Lautoka,False,OFC,2026
2023-03-21,Maldives,Pakistan,1.0,0.0,Friendly,Maldives,Laamu,False,Unknown,2026
2023-03-21,Tahiti,New Caledonia,0.0,2.0,Friendly,Tahiti,Pirae,False,Unknown,2026
2023-03-22,Benin,Rwanda,1.0,1.0,African Cup of Nations qualification,Benin,Cotonou,False,Unknown,2026
2023-03-22,Sierra Leone,São Tomé and Príncipe,2.0,2.0,African Cup of Nations qualification,Morocco,Agadir,True,CAF,2026
2023-03-22,Republic of Ireland,Latvia,3.0,2.0,Friendly,Republic of Ireland,Dublin,False,Unknown,2026
2023-03-22,India,Myanmar,1.0,0.0,Tri Nation Tournament,India,Imphal,False,Unknown,2026
2023-03-22,Honduras,El Salvador,1.0,0.0,Friendly,United States,Los Angeles,True,CONCACAF,2026
2023-03-22,Nepal,Laos,2.0,0.0,Tri Nation Tournament,Nepal,Kathmandu,False,Unknown,2026
2023-03-23,Slovakia,Luxembourg,0.0,0.0,UEFA Euro qualification,Slovakia,Trnava,False,UEFA,2026
2023-03-23,British Virgin Islands,Puerto Rico,1.0,3.0,CONCACAF Nations League,British Virgin Islands,Road Town,False,CONCACAF,2026
2023-03-23,Saint Martin,Saint Kitts and Nevis,1.0,3.0,CONCACAF Nations League,Anguilla,The Valley,True,CONCACAF,2026
2023-03-23,French Guiana,Dominican Republic,1.0,1.0,CONCACAF Nations League,French Guiana,Cayenne,False,CONCACAF,2026
2023-03-23,Guadeloupe,Antigua and Barbuda,0.0,1.0,CONCACAF Nations League,Guadeloupe,Les Abymes,False,CONCACAF,2026
2023-03-23,Barbados,Cuba,0.0,1.0,CONCACAF Nations League,Barbados,Bridgetown,False,CONCACAF,2026
2023-03-23,Suriname,Mexico,0.0,2.0,CONCACAF Nations League,Suriname,Paramaribo,False,CONCACAF,2026
2023-03-23,Bosnia and Herzegovina,Iceland,3.0,0.0,UEFA Euro qualification,Bosnia and Herzegovina,Zenica,False,UEFA,2026
2023-03-23,Portugal,Liechtenstein,4.0,0.0,UEFA Euro qualification,Portugal,Lisbon,False,UEFA,2026
2023-03-23,Kazakhstan,Slovenia,1.0,2.0,UEFA Euro qualification,Kazakhstan,Astana,False,UEFA,2026
2023-03-23,San Marino,Northern Ireland,0.0,2.0,UEFA Euro qualification,San Marino,Serravalle,False,UEFA,2026
2023-03-23,North Macedonia,Malta,2.0,1.0,UEFA Euro qualification,North Macedonia,Skopje,False,UEFA,2026
2023-03-23,Italy,England,1.0,2.0,UEFA Euro qualification,Italy,Napoli,False,UEFA,2026
2023-03-23,Denmark,Finland,3.0,1.0,UEFA Euro qualification,Denmark,Copenhagen,False,UEFA,2026
2023-03-23,Zambia,Lesotho,3.0,1.0,African Cup of Nations qualification,Zambia,Ndola,False,Unknown,2026
2023-03-23,Argentina,Panama,2.0,0.0,Friendly,Argentina,Buenos Aires,False,CONMEBOL,2026
2023-03-23,Hong Kong,Singapore,1.0,1.0,Friendly,Hong Kong,Hong Kong,False,Unknown,2026
2023-03-23,Hungary,Estonia,1.0,0.0,Friendly,Hungary,Budapest,False,Unknown,2026
2023-03-23,Gabon,Sudan,1.0,0.0,African Cup of Nations qualification,Gabon,Franceville,False,Unknown,2026
2023-03-23,Malaysia,Turkmenistan,1.0,0.0,Friendly,Malaysia,Johor Bahru,False,Unknown,2026
2023-03-23,New Zealand,China PR,0.0,0.0,Friendly,New Zealand,Auckland,False,OFC,2026
2023-03-23,Iran,Russia,1.0,1.0,Friendly,Iran,Tehran,False,AFC,2026
2023-03-23,Madagascar,Central African Republic,0.0,3.0,African Cup of Nations qualification,Madagascar,Antananarivo,False,Unknown,2026
2023-03-23,Ghana,Angola,1.0,0.0,African Cup of Nations qualification,Ghana,Kumasi,False,CAF,2026
2023-03-23,Algeria,Niger,2.0,1.0,African Cup of Nations qualification,Algeria,Algiers,False,CAF,2026
2023-03-23,Congo,South Sudan,1.0,2.0,African Cup of Nations qualification,Congo,Brazzaville,False,Unknown,2026
2023-03-23,Solomon Islands,Vanuatu,2.0,0.0,Friendly,Fiji,Lautoka,True,OFC,2026
2023-03-24,Austria,Azerbaijan,4.0,1.0,UEFA Euro qualification,Austria,Pasching,False,UEFA,2026
2023-03-24,South Africa,Liberia,2.0,2.0,African Cup of Nations qualification,South Africa,Johannesburg,False,CAF,2026
2023-03-24,Senegal,Mozambique,5.0,1.0,African Cup of Nations qualification,Senegal,Diamniadio,False,CAF,2026
2023-03-24,France,Netherlands,4.0,0.0,UEFA Euro qualification,France,Paris,False,UEFA,2026
2023-03-24,Czech Republic,Poland,3.0,1.0,UEFA Euro qualification,Czech Republic,Prague,False,UEFA,2026
2023-03-24,Moldova,Faroe Islands,1.0,1.0,UEFA Euro qualification,Moldova,Chișinău,False,UEFA,2026
2023-03-24,Sweden,Belgium,0.0,3.0,UEFA Euro qualification,Sweden,Stockholm,False,UEFA,2026
2023-03-24,Tunisia,Libya,3.0,0.0,African Cup of Nations qualification,Tunisia,Radès,False,CAF,2026
2023-03-24,Serbia,Lithuania,2.0,0.0,UEFA Euro qualification,Serbia,Belgrade,False,UEFA,2026
2023-03-24,Grenada,United States,1.0,7.0,CONCACAF Nations League,Grenada,St. George's,False,CONCACAF,2026
2023-03-24,Bahamas,Trinidad and Tobago,0.0,3.0,CONCACAF Nations League,Bahamas,Nassau,False,CONCACAF,2026
2023-03-24,Nicaragua,Saint Vincent and the Grenadines,4.0,1.0,CONCACAF Nations League,Nicaragua,Managua,False,CONCACAF,2026
2023-03-24,Belize,Guatemala,1.0,2.0,CONCACAF Nations League,Belize,Belmopan,False,CONCACAF,2026
2023-03-24,Anguilla,Saint Lucia,1.0,2.0,CONCACAF Nations League,Anguilla,The Valley,False,CONCACAF,2026
2023-03-24,Bulgaria,Montenegro,0.0,1.0,UEFA Euro qualification,Bulgaria,Razgrad,False,UEFA,2026
2023-03-24,Equatorial Guinea,Botswana,2.0,0.0,African Cup of Nations qualification,Equatorial Guinea,Malabo,False,Unknown,2026
2023-03-24,Gibraltar,Greece,0.0,3.0,UEFA Euro qualification,Portugal,Faro-Loulé,True,UEFA,2026
2023-03-24,Ivory Coast,Comoros,3.0,1.0,African Cup of Nations qualification,Ivory Coast,Bouaké,False,CAF,2026
2023-03-24,Australia,Ecuador,3.0,1.0,Friendly,Australia,Sydney,False,AFC,2026
2023-03-24,Japan,Uruguay,1.0,1.0,Friendly,Japan,Tokyo,False,AFC,2026
2023-03-24,South Korea,Colombia,2.0,2.0,Friendly,South Korea,Ulsan,False,AFC,2026
2023-03-24,Saudi Arabia,Venezuela,1.0,2.0,Friendly,Saudi Arabia,Jeddah,False,AFC,2026
2023-03-24,Tahiti,New Caledonia,2.0,1.0,Friendly,Tahiti,Pirae,False,Unknown,2026
2023-03-24,Uzbekistan,Bolivia,1.0,0.0,Friendly,Saudi Arabia,Jeddah,True,AFC,2026
2023-03-24,Nigeria,Guinea-Bissau,0.0,1.0,African Cup of Nations qualification,Nigeria,Abuja,False,CAF,2026
2023-03-24,Kuwait,Philippines,2.0,0.0,Friendly,Kuwait,Kuwait City,False,Unknown,2026
2023-03-24,Burkina Faso,Togo,1.0,0.0,African Cup of Nations qualification,Morocco,Marrakech,True,CAF,2026
2023-03-24,Cameroon,Namibia,1.0,1.0,African Cup of Nations qualification,Cameroon,Yaoundé,False,CAF,2026
2023-03-24,Guinea,Ethiopia,2.0,0.0,African Cup of Nations qualification,Morocco,Casablanca,True,CAF,2026
2023-03-24,DR Congo,Mauritania,3.0,1.0,African Cup of Nations qualification,Cameroon,Douala,True,CAF,2026
2023-03-24,Egypt,Malawi,2.0,0.0,African Cup of Nations qualification,Egypt,Cairo,False,CAF,2026
2023-03-24,Uganda,Tanzania,0.0,1.0,African Cup of Nations qualification,Egypt,Ismailia,True,CAF,2026
2023-03-24,Mali,Gambia,2.0,0.0,African Cup of Nations qualification,Mali,Bamako,False,Unknown,2026
2023-03-24,Cape Verde,Eswatini,0.0,0.0,African Cup of Nations qualification,Cape Verde,Praia,False,Unknown,2026
2023-03-25,Belarus,Switzerland,0.0,5.0,UEFA Euro qualification,Serbia,Novi Sad,True,UEFA,2026
2023-03-25,Israel,Kosovo,1.0,1.0,UEFA Euro qualification,Israel,Tel Aviv,False,UEFA,2026
2023-03-25,Andorra,Romania,0.0,2.0,UEFA Euro qualification,Andorra,Andorra la Vella,False,UEFA,2026
2023-03-25,Martinique,Costa Rica,1.0,2.0,CONCACAF Nations League,Martinique,Fort-de-France,False,CONCACAF,2026
2023-03-25,Sint Maarten,Bonaire,6.0,1.0,CONCACAF Nations League,United States Virgin Islands,Saint Croix,True,CONCACAF,2026
2023-03-25,Bermuda,Guyana,0.0,2.0,CONCACAF Nations League,Bermuda,Devonshire Parish,False,CONCACAF,2026
2023-03-25,Montserrat,Haiti,0.0,4.0,CONCACAF Nations League,Montserrat,Lookout,False,CONCACAF,2026
2023-03-25,Turks and Caicos Islands,United States Virgin Islands,1.0,0.0,CONCACAF Nations League,Turks and Caicos Islands,Providenciales,False,CONCACAF,2026
2023-03-25,Armenia,Turkey,1.0,2.0,UEFA Euro qualification,Armenia,Yerevan,False,UEFA,2026
2023-03-25,Curaçao,Canada,0.0,2.0,CONCACAF Nations League,Curaçao,Willemstad,False,CONCACAF,2026
2023-03-25,Croatia,Wales,1.0,1.0,UEFA Euro qualification,Croatia,Split,False,UEFA,2026
2023-03-25,Morocco,Brazil,2.0,1.0,Friendly,Morocco,Tangier,False,CAF,2026
2023-03-25,Scotland,Cyprus,3.0,0.0,UEFA Euro qualification,Scotland,Glasgow,False,UEFA,2026
2023-03-25,Bahrain,Palestine,1.0,2.0,Friendly,Bahrain,Arad,False,Unknown,2026
2023-03-25,Spain,Norway,3.0,0.0,UEFA Euro qualification,Spain,Málaga,False,UEFA,2026
2023-03-25,Bhutan,Laos,1.0,2.0,Tri Nation Tournament,Nepal,Kathmandu,True,Unknown,2026
2023-03-25,Georgia,Mongolia,6.0,1.0,Friendly,Georgia,Batumi,False,Unknown,2026
2023-03-25,Germany,Peru,2.0,0.0,Friendly,Germany,Mainz,False,UEFA,2026
2023-03-25,Bangladesh,Seychelles,1.0,0.0,Friendly,Bangladesh,Sylhet,False,Unknown,2026
2023-03-25,Myanmar,Kyrgyzstan,1.0,1.0,Tri Nation Tournament,India,Imphal,True,Unknown,2026
2023-03-25,Thailand,Syria,1.0,3.0,Friendly,United Arab Emirates,Dubai,True,Unknown,2026
2023-03-25,United Arab Emirates,Tajikistan,0.0,0.0,Friendly,United Arab Emirates,Abu Dhabi,False,Unknown,2026
2023-03-25,Indonesia,Burundi,3.0,1.0,Friendly,Indonesia,Bekasi,False,Unknown,2026
2023-03-26,Northern Ireland,Finland,0.0,1.0,UEFA Euro qualification,Northern Ireland,Belfast,False,UEFA,2026
2023-03-26,Cuba,Guadeloupe,1.0,0.0,CONCACAF Nations League,Cuba,Santiago,False,CONCACAF,2026
2023-03-26,Antigua and Barbuda,Barbados,1.0,2.0,CONCACAF Nations League,Antigua and Barbuda,North Sound,False,CONCACAF,2026
2023-03-26,Mexico,Jamaica,2.0,2.0,CONCACAF Nations League,Mexico,Mexico City,False,CONCACAF,2026
2023-03-26,Slovakia,Bosnia and Herzegovina,2.0,0.0,UEFA Euro qualification,Slovakia,Bratislava,False,UEFA,2026
2023-03-26,Puerto Rico,Cayman Islands,5.0,1.0,CONCACAF Nations League,Puerto Rico,Bayamón,False,CONCACAF,2026
2023-03-26,Liechtenstein,Iceland,0.0,7.0,UEFA Euro qualification,Liechtenstein,Vaduz,False,UEFA,2026
2023-03-26,Kazakhstan,Denmark,3.0,2.0,UEFA Euro qualification,Kazakhstan,Astana,False,UEFA,2026
2023-03-26,Luxembourg,Portugal,0.0,6.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,UEFA,2026
2023-03-26,Malta,Italy,0.0,2.0,UEFA Euro qualification,Malta,Ta' Qali,False,UEFA,2026
2023-03-26,England,Ukraine,2.0,0.0,UEFA Euro qualification,England,London,False,UEFA,2026
2023-03-26,Lesotho,Zambia,0.0,2.0,African Cup of Nations qualification,South Africa,Soweto,True,CAF,2026
2023-03-26,São Tomé and Príncipe,Sierra Leone,0.0,2.0,African Cup of Nations qualification,Morocco,Agadir,True,CAF,2026
2023-03-26,Russia,Iraq,2.0,0.0,Friendly,Russia,Saint Petersburg,False,UEFA,2026
2023-03-26,New Zealand,China PR,2.0,1.0,Friendly,New Zealand,Wellington,False,OFC,2026
2023-03-26,Macau,Singapore,0.0,1.0,Friendly,Macau,Taipa,False,Unknown,2026
2023-03-26,Fiji,Solomon Islands,0.0,2.0,Friendly,Fiji,Lautoka,False,OFC,2026
2023-03-26,Slovenia,San Marino,2.0,0.0,UEFA Euro qualification,Slovenia,Ljubljana,False,UEFA,2026
2023-03-27,Austria,Estonia,2.0,1.0,UEFA Euro qualification,Austria,Pasching,False,UEFA,2026
2023-03-27,Sweden,Azerbaijan,5.0,0.0,UEFA Euro qualification,Sweden,Stockholm,False,UEFA,2026
2023-03-27,Hungary,Bulgaria,3.0,0.0,UEFA Euro qualification,Hungary,Budapest,False,UEFA,2026
2023-03-27,United States,El Salvador,1.0,0.0,CONCACAF Nations League,United States,Orlando,False,CONCACAF,2026
2023-03-27,Guatemala,French Guiana,4.0,0.0,CONCACAF Nations League,Guatemala,Guatemala City,False,CONCACAF,2026
2023-03-27,Trinidad and Tobago,Nicaragua,1.0,1.0,CONCACAF Nations League,Trinidad and Tobago,Bacolet,False,CONCACAF,2026
2023-03-27,Dominican Republic,Belize,2.0,0.0,CONCACAF Nations League,Dominican Republic,Santo Domingo,False,CONCACAF,2026
2023-03-27,Moldova,Czech Republic,0.0,0.0,UEFA Euro qualification,Moldova,Chișinău,False,UEFA,2026
2023-03-27,Saint Kitts and Nevis,Aruba,2.0,0.0,CONCACAF Nations League,Saint Kitts and Nevis,Basseterre,False,CONCACAF,2026
2023-03-27,Saint Lucia,Dominica,3.0,1.0,CONCACAF Nations League,Saint Lucia,Gros Islet,False,CONCACAF,2026
2023-03-27,Saint Vincent and the Grenadines,Bahamas,1.0,1.0,CONCACAF Nations League,Saint Vincent and the Grenadines,Kingstown,False,CONCACAF,2026
2023-03-27,Poland,Albania,1.0,0.0,UEFA Euro qualification,Poland,Warsaw,False,UEFA,2026
2023-03-27,Montenegro,Serbia,0.0,2.0,UEFA Euro qualification,Montenegro,Podgorica,False,UEFA,2026
2023-03-27,Republic of Ireland,France,0.0,1.0,UEFA Euro qualification,Republic of Ireland,Dublin,False,UEFA,2026
2023-03-27,Netherlands,Gibraltar,3.0,0.0,UEFA Euro qualification,Netherlands,Rotterdam,False,UEFA,2026
2023-03-27,Chile,Paraguay,3.0,2.0,Friendly,Chile,Santiago,False,CONMEBOL,2026
2023-03-27,North Macedonia,Faroe Islands,1.0,0.0,Friendly,North Macedonia,Skopje,False,Unknown,2026
2023-03-27,Oman,Lebanon,2.0,0.0,Friendly,Oman,Muscat,False,AFC,2026
2023-03-27,Guinea-Bissau,Nigeria,0.0,1.0,African Cup of Nations qualification,Guinea-Bissau,Bissau,False,Unknown,2026
2023-03-27,Greece,Lithuania,0.0,0.0,Friendly,Greece,Athens,False,Unknown,2026
2023-03-27,Central African Republic,Madagascar,2.0,0.0,African Cup of Nations qualification,Cameroon,Douala,True,CAF,2026
2023-03-27,Angola,Ghana,1.0,1.0,African Cup of Nations qualification,Angola,Luanda,False,Unknown,2026
2023-03-27,Niger,Algeria,0.0,1.0,African Cup of Nations qualification,Tunisia,Radès,True,CAF,2026
2023-03-27,South Sudan,Congo,0.0,1.0,African Cup of Nations qualification,Tanzania,Dar es Salaam,True,Unknown,2026
2023-03-27,Sudan,Gabon,1.0,0.0,African Cup of Nations qualification,Sudan,Omdurman,False,Unknown,2026
2023-03-27,Ethiopia,Guinea,2.0,3.0,African Cup of Nations qualification,Morocco,Rabat,True,CAF,2026
2023-03-28,Scotland,Spain,2.0,0.0,UEFA Euro qualification,Scotland,Glasgow,False,UEFA,2026
2023-03-28,Gambia,Mali,1.0,0.0,African Cup of Nations qualification,Morocco,Casablanca,True,CAF,2026
2023-03-28,Comoros,Ivory Coast,0.0,2.0,African Cup of Nations qualification,Comoros,Moroni,False,Unknown,2026
2023-03-28,Mauritania,DR Congo,1.0,1.0,African Cup of Nations qualification,Mauritania,Nouakchott,False,Unknown,2026
2023-03-28,Botswana,Equatorial Guinea,2.0,3.0,African Cup of Nations qualification,Botswana,Francistown,False,Unknown,2026
2023-03-28,Libya,Tunisia,0.0,1.0,African Cup of Nations qualification,Libya,Benghazi,False,Unknown,2026
2023-03-28,Liberia,South Africa,1.0,2.0,African Cup of Nations qualification,Liberia,Monrovia,False,Unknown,2026
2023-03-28,Mozambique,Senegal,0.0,1.0,African Cup of Nations qualification,Mozambique,Maputo,False,Unknown,2026
2023-03-28,Georgia,Norway,1.0,1.0,UEFA Euro qualification,Georgia,Batumi,False,UEFA,2026
2023-03-28,Canada,Honduras,4.0,1.0,CONCACAF Nations League,Canada,Toronto,False,CONCACAF,2026
2023-03-28,Turkey,Croatia,0.0,2.0,UEFA Euro qualification,Turkey,Bursa,False,UEFA,2026
2023-03-28,Kosovo,Andorra,1.0,1.0,UEFA Euro qualification,Kosovo,Pristina,False,UEFA,2026
2023-03-28,Switzerland,Israel,3.0,0.0,UEFA Euro qualification,Switzerland,Geneva,False,UEFA,2026
2023-03-28,Romania,Belarus,2.0,1.0,UEFA Euro qualification,Romania,Bucharest,False,UEFA,2026
2023-03-28,Costa Rica,Panama,0.0,1.0,CONCACAF Nations League,Costa Rica,San José,False,CONCACAF,2026
2023-03-28,Guyana,Montserrat,0.0,0.0,CONCACAF Nations League,Barbados,Bridgetown,True,CONCACAF,2026
2023-03-28,Bonaire,Turks and Caicos Islands,1.0,2.0,CONCACAF Nations League,Bonaire,Rincon,False,CONCACAF,2026
2023-03-28,United States Virgin Islands,Sint Maarten,1.0,2.0,CONCACAF Nations League,United States Virgin Islands,Saint Croix,False,CONCACAF,2026
2023-03-28,Tanzania,Uganda,0.0,1.0,African Cup of Nations qualification,Tanzania,Dar es Salaam,False,Unknown,2026
2023-03-28,Wales,Latvia,1.0,0.0,UEFA Euro qualification,Wales,Cardiff,False,UEFA,2026
2023-03-28,Malawi,Egypt,0.0,4.0,African Cup of Nations qualification,Malawi,Lilongwe,False,Unknown,2026
2023-03-28,Haiti,Bermuda,3.0,1.0,CONCACAF Nations League,Dominican Republic,San Cristóbal,True,CONCACAF,2026
2023-03-28,Togo,Burkina Faso,1.0,1.0,African Cup of Nations qualification,Togo,Lomé,False,Unknown,2026
2023-03-28,Argentina,Curaçao,7.0,0.0,Friendly,Argentina,Santiago del Estero,False,CONMEBOL,2026
2023-03-28,Armenia,Cyprus,2.0,2.0,Friendly,Armenia,Yerevan,False,Unknown,2026
2023-03-28,Australia,Ecuador,1.0,2.0,Friendly,Australia,Melbourne,False,AFC,2026
2023-03-28,Namibia,Cameroon,2.0,1.0,African Cup of Nations qualification,South Africa,Soweto,True,CAF,2026
2023-03-28,Bahrain,Syria,1.0,0.0,Friendly,Bahrain,Arad,False,Unknown,2026
2023-03-28,Bangladesh,Seychelles,0.0,1.0,Friendly,Bangladesh,Sylhet,False,Unknown,2026
2023-03-28,Germany,Belgium,2.0,3.0,Friendly,Germany,Cologne,False,UEFA,2026
2023-03-28,India,Kyrgyzstan,2.0,0.0,Tri Nation Tournament,India,Imphal,False,Unknown,2026
2023-03-28,Iran,Kenya,2.0,1.0,Friendly,Iran,Tehran,False,AFC,2026
2023-03-28,Japan,Colombia,1.0,2.0,Friendly,Japan,Osaka,False,AFC,2026
2023-03-28,Indonesia,Burundi,2.0,2.0,Friendly,Indonesia,Bekasi,False,Unknown,2026
2023-03-28,South Korea,Uruguay,1.0,2.0,Friendly,South Korea,Seoul,False,AFC,2026
2023-03-28,Kuwait,Tajikistan,2.0,1.0,Friendly,Kuwait,Kuwait City,False,Unknown,2026
2023-03-28,Malaysia,Hong Kong,2.0,0.0,Friendly,Malaysia,Johor Bahru,False,Unknown,2026
2023-03-28,Morocco,Peru,0.0,0.0,Friendly,Spain,Madrid,True,UEFA,2026
2023-03-28,Nepal,Bhutan,1.0,1.0,Tri Nation Tournament,Nepal,Kathmandu,False,Unknown,2026
2023-03-28,Saudi Arabia,Bolivia,1.0,2.0,Friendly,Saudi Arabia,Jeddah,False,AFC,2026
2023-03-28,United Arab Emirates,Thailand,2.0,0.0,Friendly,United Arab Emirates,Abu Dhabi,False,Unknown,2026
2023-03-28,Uzbekistan,Venezuela,1.0,1.0,Friendly,Saudi Arabia,Jeddah,True,AFC,2026
2023-03-28,Eswatini,Cape Verde,0.0,1.0,African Cup of Nations qualification,South Africa,Mbombela,True,CAF,2026
2023-03-28,Jordan,Philippines,4.0,0.0,Friendly,Qatar,Al Wakrah,True,AFC,2026
2023-03-29,Rwanda,Benin,1.0,1.0,African Cup of Nations qualification,Rwanda,Kigali,False,Unknown,2026
2023-03-31,Nepal,Laos,2.0,1.0,Tri Nation Tournament,Nepal,Kathmandu,False,Unknown,2026
2023-04-19,United States,Mexico,1.0,1.0,Friendly,United States,Glendale,False,CONCACAF,2026
2023-06-07,Mexico,Guatemala,2.0,0.0,Friendly,Mexico,Mazatlán,False,CONCACAF,2026
2023-06-09,Luxembourg,Malta,0.0,1.0,Friendly,Luxembourg,Luxembourg,False,Unknown,2026
2023-06-10,Panama,Nicaragua,3.0,2.0,Friendly,Panama,Penonomé,False,CONCACAF,2026
2023-06-10,Mexico,Cameroon,2.0,2.0,Friendly,United States,San Diego,True,CONCACAF,2026
2023-06-11,Chile,Cuba,3.0,0.0,Friendly,Chile,Concepción,False,CONMEBOL,2026
2023-06-11,Guatemala,Trinidad and Tobago,0.0,1.0,Friendly,United States,Chester,True,CONCACAF,2026
2023-06-11,Tajikistan,Turkmenistan,1.0,1.0,CAFA Nations Cup,Uzbekistan,Tashkent,True,CAF,2026
2023-06-11,Uzbekistan,Oman,3.0,0.0,CAFA Nations Cup,Uzbekistan,Tashkent,False,CAF,2026
2023-06-11,Mauritius,Pakistan,3.0,0.0,Mauritius Four Nations Cup,Mauritius,Saint Pierre,False,Unknown,2026
2023-06-12,Germany,Ukraine,3.0,3.0,Friendly,Germany,Bremen,False,UEFA,2026
2023-06-12,Morocco,Cape Verde,0.0,0.0,Friendly,Morocco,Rabat,False,CAF,2026
2023-06-13,Iran,Afghanistan,6.0,1.0,CAFA Nations Cup,Kyrgyzstan,Bishkek,True,CAF,2026
2023-06-13,Curaçao,Costa Rica,0.0,0.0,Friendly,United States,Fort Lauderdale,True,CONCACAF,2026
2023-06-14,Pakistan,Kenya,0.0,1.0,Mauritius Four Nations Cup,Mauritius,Saint Pierre,True,Unknown,2026
2023-06-14,Mauritius,Djibouti,1.0,3.0,Mauritius Four Nations Cup,Mauritius,Saint Pierre,False,Unknown,2026
2023-06-14,Togo,Lesotho,2.0,0.0,Friendly,South Africa,Johannesburg,True,CAF,2026
2023-06-14,Guinea,Egypt,1.0,2.0,African Cup of Nations qualification,Morocco,Marrakech,True,CAF,2026
