factor,accuracy,log_loss,brier
1.2,0.5434979610330766,1.1548828948395007,0.591181254854654
1.25,0.5434979610330766,1.1570040793616394,0.5916311946024868
1.3,0.5434979610330766,1.1593617804309495,0.5923045305036785
1.35,0.5434979610330766,1.161931182705951,0.5931859535227957
1.4,0.5434979610330766,1.1646904045176187,0.5942611781462716
