date,home_team,away_team,elo_diff,form_home,form_away,h2h,neutral,outcome
1922-02-26,Italy,Czechoslovakia,85.92215514627287,0.7,0.3,0.5,0,0
1922-03-04,Scotland,Northern Ireland,353.92086115808956,0.8,0.9,0.6,0,1
1922-03-12,Brittany,Luxembourg,130.6800159354766,0.0,0.75,0.5,0,1
1922-03-13,England,Wales,297.82152546569364,0.6,0.3,0.8,0,1
1922-03-26,Belgium,Netherlands,3.923232863555313,0.3,0.5,0.2,0,1
1922-03-26,Germany,Switzerland,90.69801341219795,0.4,0.4,0.4,0,0
1922-04-06,Guernsey,Alderney,266.61456813983796,0.6,0.8,0.8,0,1
1922-04-08,England,Scotland,133.64285175218993,0.6,0.2,0.0,0,-1
1922-04-15,Belgium,Denmark,28.027277318239385,0.3,0.4,0.5,0,0
1922-04-17,Guernsey,Alderney,277.2524944112047,0.6,0.8,0.8,0,1
1922-04-17,Netherlands,Denmark,93.235372330588,0.5,0.3,0.25,0,1
1922-04-23,Austria,Germany,247.63568099259646,0.7,0.5,0.8,0,-1
1922-04-27,Jersey,Guernsey,20.220829094589135,0.4,0.4,0.4,0,-1
1922-04-30,France,Spain,12.200646475353551,0.2,0.2,0.5,0,-1
1922-04-30,Hungary,Austria,179.6806551916277,0.6,0.4,0.4,0,0
1922-05-07,Netherlands,Belgium,178.69155463783068,0.6,0.6,0.2,0,-1
1922-05-14,Poland,Hungary,-24.44389414150055,0.0,0.3,0.0,0,-1
1922-05-21,Italy,Belgium,82.21511136262507,0.6,0.5,1.0,0,1
1922-05-25,Norway,Northern Ireland,181.54252606015507,0.7,0.9,0.5,0,1
1922-05-28,Sweden,Poland,26.513626179733592,0.2,1.0,0.5,0,-1
1922-06-05,Finland,Sweden,194.4889249480284,0.5,0.8,0.2,0,-1
1922-06-08,Yugoslavia,Romania,105.2751811531025,0.0,1.0,0.5,0,-1
1922-06-11,Austria,Switzerland,213.6219808623573,0.6,0.5,0.5,0,1
1922-06-11,Denmark,Czechoslovakia,137.65498379671044,0.5,0.4,0.5,0,-1
1922-06-11,Norway,France,94.36512190572284,0.8,0.8,0.5,0,1
1922-06-15,Hungary,Switzerland,299.7708160009861,0.9,0.7,0.6666666666666666,0,0
1922-06-17,New Zealand,Australia,100.0,0.0,0.0,0.5,0,1
1922-06-24,New Zealand,Australia,121.59610001182682,1.0,1.0,1.0,0,0
1922-06-28,Yugoslavia,Czechoslovakia,-27.48738788263904,0.0,0.4,0.0,0,1
1922-07-02,Germany,Hungary,-75.2925989549451,0.5,0.2,0.2,0,0
1922-07-08,New Zealand,Australia,111.50532032497313,0.75,0.75,0.5,0,1
1922-07-09,Sweden,Hungary,-105.68206598926372,0.4,0.3,0.0,0,0
1922-07-13,Finland,Hungary,-52.00069530906103,0.5,0.4,0.5,0,-1
1922-08-11,Finland,Estonia,87.06063459401798,0.3,0.8333333333333334,1.0,0,1
1922-08-13,Sweden,Czechoslovakia,-37.97219285507322,0.4,0.4,0.0,0,-1
1922-08-23,Sweden,Norway,37.984810574211224,0.4,0.2,0.4,0,0
1922-08-26,Finland,Norway,93.09239639436487,0.5,0.3,0.0,0,-1
1922-09-03,Romania,Poland,81.4886330955137,0.25,0.6666666666666666,0.5,0,0
1922-09-10,Norway,Denmark,18.696569494748474,0.7,0.6,0.0,0,0
1922-09-17,Brazil,Chile,262.67223556946624,0.2,0.9,0.75,0,0
1922-09-23,Chile,Uruguay,-253.04234762888268,0.2,0.4,0.0,1,-1
1922-09-24,Austria,Hungary,32.746758175548166,0.6,0.3,0.2,0,0
1922-09-24,Brazil,Paraguay,144.35718292306296,0.3,0.7,1.0,0,0
1922-09-24,Latvia,Estonia,149.5009552338115,0.0,0.875,0.5,0,0
1922-09-24,Norway,Sweden,183.401263117378,0.8,0.6,0.4,0,-1
1922-09-28,Argentina,Chile,236.67941642476467,0.7,0.8,0.8,1,1
1922-10-01,Brazil,Uruguay,-21.09852623320853,0.4,0.4,0.2,0,0
1922-10-01,Denmark,Sweden,244.06124572152703,0.3,0.4,0.6,0,-1
1922-10-01,Yugoslavia,Poland,60.67120435836705,0.2,0.625,0.5,0,-1
1922-10-05,Chile,Paraguay,-116.83479796328425,0.2,0.7,0.5,1,-1
1922-10-08,Argentina,Uruguay,-20.676822198867512,0.9,0.3,0.0,1,-1
1922-10-12,Paraguay,Uruguay,-156.72273295764194,0.3,0.3,0.5,1,1
1922-10-15,Brazil,Argentina,15.50621528813258,0.5,0.2,0.2,0,1
1922-10-18,Argentina,Paraguay,72.15635105639308,0.6,0.5,0.6,1,1
1922-10-21,England,Northern Ireland,381.7882281216978,0.5,0.9,0.2,0,1
1922-10-22,Argentina,Chile,342.5372826529135,0.6,0.9,0.8,0,1
1922-10-22,Brazil,Argentina,28.573539506525094,0.5,0.4,0.2,0,1
1922-10-29,Brazil,Paraguay,142.02248461243357,0.7,0.5,0.5,0,1
1922-11-06,Brazil,Paraguay,160.39955952916557,0.8,0.5,0.6666666666666666,0,1
1922-11-12,Uruguay,Argentina,140.05719052603035,0.7,0.6,0.4,0,1
1922-11-19,Switzerland,Netherlands,-38.818056971306305,0.4,0.5,1.0,0,1
1922-11-19,Galicia,Central Spain,100.0,0.0,0.0,0.5,0,1
1922-11-26,Hungary,Austria,170.07248084815865,0.6,0.5,0.2,0,-1
1922-12-03,Italy,Switzerland,181.3869592386634,0.6,0.5,0.4,0,0
1922-12-10,Uruguay,Argentina,158.57880580845904,0.7,0.6,0.4,0,1
1922-12-17,Argentina,Uruguay,24.23621120784719,0.4,0.3,0.0,0,0
1922-12-17,Portugal,Spain,12.33515340510803,0.0,0.0,0.0,0,-1
1923-01-01,Italy,Germany,184.11861156833993,0.6,0.5,0.5,0,1
1923-01-01,Guatemala,Mexico,81.40175922866433,0.0,0.0,0.5,0,-1
1923-01-04,Guatemala,Mexico,44.49881486193931,0.0,0.0,0.0,0,1
1923-01-07,Guatemala,Mexico,70.67735119792064,0.3333333333333333,0.5,0.5,0,-1
1923-01-14,Andalusia,Galicia,89.20194999408659,0.0,0.0,0.5,0,-1
1923-01-21,Switzerland,Austria,-13.269719571118685,0.5,0.4,0.2,0,1
1923-01-28,Spain,France,245.40797689303258,1.0,0.8,1.0,0,1
1923-02-04,Belgium,Spain,34.90749471438835,0.5,0.0,1.0,0,1
1923-02-11,Luxembourg,Brittany,50.10017060656264,0.2,0.0,0.0,0,-1
1923-02-25,Belgium,France,205.5621285805073,0.7,0.8,0.2,0,1
1923-02-25,Galicia,Asturias,129.56676149762143,1.0,0.0,0.5,0,-1
1923-03-03,Northern Ireland,Scotland,-192.14625689728086,0.1,0.2,0.0,0,-1
1923-03-04,Italy,Hungary,35.000585149378594,0.7,0.5,0.0,0,0
1923-03-05,Wales,England,-89.47460358152625,0.5,0.3,0.2,0,0
1923-03-11,Switzerland,Hungary,-25.66081026569009,0.6,0.5,0.25,0,-1
1923-03-17,Scotland,Wales,297.513786904738,0.8,0.4,0.0,0,1
1923-03-19,England,Belgium,182.52070946293475,0.6,0.3,1.0,0,1
1923-04-02,Netherlands,France,228.43672446890082,0.4,0.8,1.0,0,1
1923-04-02,Guernsey,Alderney,303.23705155779044,0.8,0.8,0.8,0,1
1923-04-12,Jersey,Guernsey,-15.981403000241016,0.4,0.2,0.4,0,-1
1923-04-14,Scotland,England,112.41048446616446,0.8,0.3,0.2,0,0
1923-04-14,Wales,Northern Ireland,204.96388550670827,0.5,0.9,0.8,0,-1
1923-04-15,Austria,Italy,124.47509248763322,0.6,0.3,0.6,0,0
1923-04-22,France,Switzerland,61.825825512331676,0.0,0.4,0.6,0,0
1923-04-26,Guernsey,Alderney,326.4639533122768,1.0,1.0,0.8,0,1
1923-04-29,Netherlands,Belgium,122.92962589066656,0.4,0.4,0.2,0,0
1923-05-06,Austria,Hungary,37.41420810820182,0.6,0.4,0.4,0,1
1923-05-06,Czechoslovakia,Denmark,124.111256211703,0.6,0.8,1.0,0,1
1923-05-10,France,England,-123.60478426031614,0.1,0.4,0.5,0,-1
1923-05-10,Germany,Netherlands,-24.374487892406933,0.5,0.5,0.0,0,0
1923-05-20,Argentina,Paraguay,184.7295774194963,0.3,0.6,0.6,0,-1
1923-05-21,Sweden,England,-112.4753413728281,0.6,0.2,0.5,0,-1
1923-05-22,China PR,Philippines,25.014281615573054,0.8,0.4,0.6,1,1
1923-05-23,Japan,Philippines,-8.198444166370109,0.0,0.6,0.0,0,-1
1923-05-24,Sweden,England,-133.08906878617336,0.5,0.2,0.0,0,-1
1923-05-24,Japan,China PR,-75.7026537524323,0.0,0.0,0.0,0,-1
1923-05-25,Argentina,Paraguay,140.12931895848396,0.1,0.6,0.6,0,1
1923-05-27,Czechoslovakia,Italy,133.34601027500457,0.7,0.3,0.0,0,1
1923-06-03,Poland,Yugoslavia,174.51495950338904,0.5,0.8,1.0,0,-1
1923-06-03,Switzerland,Germany,128.099918842845,0.6,0.5,0.4,0,-1
1923-06-09,Australia,New Zealand,67.80532725563535,0.16666666666666666,0.16666666666666666,0.0,0,1
1923-06-10,Romania,Yugoslavia,109.5416671885962,0.3,0.6,1.0,0,-1
1923-06-10,Sweden,Austria,-43.888934614796426,0.5,0.4,0.0,0,1
1923-06-16,Australia,New Zealand,92.023760193405,0.375,0.375,0.25,0,-1
1923-06-17,Denmark,Switzerland,183.86792428754325,0.1,0.6,0.5,0,1
1923-06-17,Norway,Finland,121.69615268637767,0.6,0.7,1.0,0,1
1923-06-20,Sweden,Finland,113.90558665171557,0.6,0.8,0.4,0,1
1923-06-21,Norway,Switzerland,130.32194170682237,0.6,0.7,0.5,0,0
1923-06-24,Lithuania,Estonia,143.4173961662775,0.0,0.8,0.5,0,-1
1923-06-24,Argentina,Uruguay,9.104896838130344,0.3,0.3,0.0,0,0
1923-06-29,Sweden,Germany,92.66701801804652,0.6,0.4,0.5,0,1
1923-06-30,Australia,New Zealand,54.25853316214943,0.3,0.3,0.2,0,-1
1923-07-01,Romania,Czechoslovakia,-33.52566763917912,0.3,0.2,0.5,0,-1
1923-07-15,Argentina,Uruguay,8.318896769588946,0.4,0.4,0.0,0,0
1923-07-22,Uruguay,Argentina,192.3992772807435,0.7,0.5,0.2,0,0
1923-07-24,Estonia,Latvia,83.52872919187166,0.4,0.5,0.0,0,0
1923-08-12,Germany,Finland,130.64954406413926,0.4,0.8,0.0,0,-1
1923-08-15,Austria,Finland,213.88716007793118,0.5,0.6,1.0,0,1
1923-08-19,Hungary,Finland,273.3549152827777,0.4,0.8,1.0,0,1
1923-08-27,Suriname,Guyana,79.29493220130053,0.0,0.5,0.0,0,1
1923-09-02,Poland,Romania,154.19133593504262,0.5,0.7,0.0,0,0
1923-09-16,Norway,Sweden,100.97278051884268,0.6,0.4,0.4,0,-1
1923-09-18,Estonia,Russia,147.6558011144832,0.4,0.7,0.5,0,-1
1923-09-23,Finland,Poland,41.14038099648815,0.2,0.4,0.5,0,1
1923-09-23,Hungary,Austria,151.06111390669867,0.5,0.5,0.0,0,1
1923-09-25,Estonia,Poland,77.73566515557332,0.4,0.6,0.5,0,-1
1923-09-30,Denmark,Norway,193.61981892369067,0.3,0.6,0.2,0,1
1923-09-30,Estonia,Finland,91.82990498411209,0.4,0.6,0.0,0,1
1923-09-30,Uruguay,Argentina,177.29907304301582,0.6,0.5,0.2,0,-1
1923-10-14,Sweden,Denmark,36.47802202744947,0.8,0.5,0.2,0,-1
1923-10-20,Northern Ireland,England,-210.68374857906588,0.2,0.1,0.2,0,1
1923-10-26,Turkey,Romania,153.30128435259257,0.0,0.6,0.5,0,0
1923-10-28,Hungary,Sweden,252.80541684586638,0.7,0.2,0.4,0,1
1923-10-28,France,Norway,76.3921992203966,0.1,0.7,0.0,0,-1
1923-10-28,Czechoslovakia,Yugoslavia,217.4672349990435,0.8,0.4,0.6666666666666666,0,0
1923-10-29,Argentina,Paraguay,87.49640765604977,0.7,0.8,0.6,1,1
1923-11-01,Belgium,England,-4.241168123493935,0.5,0.3,0.0,0,0
1923-11-01,Poland,Sweden,129.8921750245472,0.5,0.4,1.0,0,0
1923-11-01,Brittany,Norway,167.62287625695785,1.0,0.5,0.5,0,-1
1923-11-04,Germany,Norway,50.470404786147355,0.3,0.5,0.5,0,1
1923-11-04,Uruguay,Paraguay,231.9902913259857,0.4,0.8,0.3333333333333333,0,1
1923-11-11,Brazil,Paraguay,81.96249277003494,0.9,0.8,0.75,1,-1
1923-11-18,Argentina,Brazil,52.85683523112789,0.7,0.2,0.2,1,1
1923-11-22,Brazil,Paraguay,32.278280222909416,0.6,0.6,0.6,1,1
1923-11-25,Central Spain,Galicia,79.98337674208824,0.0,0.3333333333333333,0.0,0,1
1923-11-25,Uruguay,Brazil,180.12281281263427,0.5,0.4,0.4,0,1
1923-11-25,Netherlands,Switzerland,216.8178492575587,0.4,0.8,0.0,0,1
1923-12-02,Argentina,Brazil,172.56989712791756,0.8,0.6,0.2,0,-1
1923-12-02,Uruguay,Argentina,145.15089815584724,0.6,0.3,0.2,0,1
1923-12-09,Argentina,Brazil,119.71030321400599,0.6,0.6,0.0,0,1
1923-12-09,Mexico,Guatemala,165.34261062465998,0.6666666666666666,0.75,0.6666666666666666,0,1
1923-12-12,Mexico,Guatemala,182.05412665412246,0.75,0.8,0.75,0,1
1923-12-16,Mexico,Guatemala,197.63082784422045,0.8,0.8,0.8,0,0
1923-12-16,Spain,Portugal,211.10587101378928,0.8,1.0,1.0,0,1
1924-01-13,France,Belgium,-54.251024374607596,0.1,0.4,0.0,0,1
1924-01-13,Germany,Austria,-9.097997658730037,0.5,0.5,0.2,0,1
1924-01-20,Italy,Austria,97.29349846190348,0.5,0.6,0.0,0,-1
1924-02-10,Yugoslavia,Austria,34.98374263906112,0.7,0.6,0.5,0,-1
1924-02-16,Wales,Scotland,-124.94029057903549,0.3,0.1,0.0,0,1
1924-03-01,Scotland,Northern Ireland,340.7119411774115,0.7,0.6,0.8,0,1
1924-03-03,England,Wales,308.13539733039465,0.7,0.7,0.6,0,-1
1924-03-09,Italy,Spain,22.363673134784904,0.4,0.2,0.0,0,0
1924-03-13,Catalonia,Spain,-22.24587357585142,0.5,0.3,0.5,0,-1
1924-03-15,Northern Ireland,Wales,14.534729793743736,0.4,0.5,0.6,0,-1
1924-03-23,Netherlands,Belgium,135.5173640564169,0.6,0.6,0.2,0,0
1924-03-23,Switzerland,France,124.92212063664397,0.2,0.7,0.0,0,1
1924-03-23,Brittany,Luxembourg,162.47294608021116,0.6666666666666666,0.8,1.0,0,0
1924-04-06,Aruba,Curaçao,100.0,0.0,0.0,0.5,0,-1
1924-04-06,Hungary,Italy,212.61485046116218,0.8,0.7,0.6666666666666666,0,1
1924-04-10,Jersey,Alderney,85.83567937694147,0.4,1.0,1.0,1,1
1924-04-12,England,Scotland,94.19355981117519,0.5,0.3,0.0,0,0
1924-04-21,Netherlands,Germany,206.3517632055407,0.7,0.4,0.4,0,-1
1924-04-21,Switzerland,Denmark,-14.790815575780925,0.3,0.4,0.0,0,1
1924-04-21,Guernsey,Alderney,345.780041614247,1.0,1.0,0.8,0,-1
1924-04-27,Belgium,Netherlands,98.6154674016866,0.3,0.5,0.4,0,0
1924-05-01,Jersey,Guernsey,-10.815025203086634,0.6,0.2,0.4,0,1
1924-05-04,Hungary,Austria,161.06827848641342,0.8,0.4,0.0,0,0
1924-05-15,Paraguay,Argentina,-3.2764832182103873,0.2,0.4,0.2,0,-1
1924-05-17,France,England,-121.01266975133103,0.3,0.6,0.0,0,-1
1924-05-18,Sweden,Poland,80.82871971823079,0.5,0.6,0.0,0,1
1924-05-18,Switzerland,Hungary,-61.2959740525846,0.5,0.1,0.2,0,1
1924-05-18,Paraguay,Argentina,-32.99357730171346,0.2,0.4,0.2,0,1
1924-05-20,Austria,Romania,227.04589901701615,0.5,0.7,0.5,0,1
1924-05-21,Austria,Bulgaria,186.3544210578716,0.7,0.0,0.5,0,1
1924-05-25,Argentina,Uruguay,45.166117464766785,0.4,0.3,0.2,0,1
1924-05-25,Uruguay,Argentina,128.7120168567369,0.6,0.4,0.2,0,1
1924-05-25,Italy,Spain,-100.42305360337309,0.2,0.3,0.0,1,1
1924-05-25,Czechoslovakia,Turkey,98.97815371600245,0.9,0.5,0.5,1,1
1924-05-25,Switzerland,Lithuania,5.228547815722095,0.7,1.0,0.5,1,1
1924-05-25,United States,Estonia,47.782504911893966,0.5,0.5,0.5,1,1
1924-05-26,Hungary,Poland,133.90034085042294,0.7,0.6,1.0,1,1
1924-05-26,Uruguay,Yugoslavia,139.62765157080003,0.8,0.5,0.5,1,1
1924-05-27,Netherlands,Romania,100.53649445734277,0.5,0.8,0.5,1,1
1924-05-27,France,Latvia,-0.9006297989451468,0.2,0.5,0.5,0,1
1924-05-27,Egypt,Lithuania,34.81052208491951,0.5,1.0,0.5,1,1
1924-05-28,Switzerland,Czechoslovakia,-104.4565942451743,0.8,0.1,0.5,1,0
1924-05-28,Republic of Ireland,Bulgaria,7.646457847961756,0.0,1.0,0.5,1,1
1924-05-29,Italy,Luxembourg,78.40055315658151,0.3,0.7,0.5,1,1
1924-05-29,Sweden,Belgium,-56.89154351122329,0.5,0.6,0.0,1,1
1924-05-29,Egypt,Hungary,-107.23691424161461,0.6666666666666666,0.3,0.5,1,1
1924-05-29,Uruguay,United States,117.90055456851724,0.8,0.5,0.5,1,1
1924-05-30,Switzerland,Czechoslovakia,-95.69936733152986,0.9,0.2,0.0,1,1
1924-06-01,France,Uruguay,-122.85061113464008,0.4,0.2,0.5,0,-1
1924-06-01,Sweden,Egypt,-34.23368264153805,0.5,0.25,0.5,1,1
1924-06-02,Netherlands,Republic of Ireland,43.17225621132229,0.6,0.0,0.5,1,1
1924-06-02,Switzerland,Italy,-16.629137826246506,0.9,0.5,0.0,1,1
1924-06-04,France,Hungary,-98.73816718269768,0.4,0.5,0.0,0,-1
1924-06-05,Switzerland,Sweden,23.863034047019482,0.9,0.3,1.0,1,1
1924-06-06,Uruguay,Netherlands,73.36243227952446,0.8,0.4,0.5,1,1
1924-06-07,Australia,Canada,113.3221452329235,0.3,1.0,0.5,0,1
1924-06-08,Sweden,Netherlands,-58.67675955075197,0.7,0.5,0.2,1,0
1924-06-09,Sweden,Netherlands,-53.65782743308978,0.7,0.4,0.0,1,1
1924-06-09,Uruguay,Switzerland,103.99129815703714,1.0,0.1,0.5,1,1
1924-06-10,Poland,United States,70.68405649273836,0.3,0.6,0.5,0,-1
1924-06-14,Australia,Canada,133.86996181734594,0.4,1.0,1.0,0,-1
1924-06-15,Norway,Germany,85.47373740374246,0.4,0.4,0.0,0,-1
1924-06-15,Catalonia,Basque Country,9.49221368747044,0.5,0.2,0.0,0,-1
1924-06-15,Denmark,Sweden,130.02124188263997,0.6,0.3,0.6,0,-1
1924-06-17,Finland,Turkey,48.69245230887941,0.4,0.75,0.5,0,-1
1924-06-19,Estonia,Turkey,32.734211926343505,0.3,0.5,0.5,0,-1
1924-06-22,Austria,Egypt,178.3101470935685,0.9,0.4,0.5,0,1
1924-06-22,Latvia,Turkey,65.9769964697573,0.3333333333333333,0.375,0.5,0,-1
1924-06-23,Australia,Canada,92.85069514066436,0.4,0.8,0.5,0,1
1924-06-28,Australia,Canada,115.01888987108578,0.4,0.8,0.6666666666666666,0,0
1924-06-29,Poland,Turkey,14.770061409812342,0.3,0.3,0.5,0,1
1924-06-29,Sweden,Egypt,132.8277898570434,0.7,0.4,1.0,0,1
1924-07-12,Australia,Canada,105.43494557902113,0.5,0.7,0.5,0,-1
1924-07-25,Sweden,Estonia,233.77966049273755,0.7,0.8,0.0,0,1
1924-07-26,Australia,Canada,66.60050303725984,0.5,0.5,0.4,0,1
1924-07-28,Finland,Sweden,-41.78648103051364,0.2,0.1,0.2,0,-1
1924-08-10,Poland,Finland,162.0458171109574,0.3,0.8,0.0,0,1
1924-08-14,Latvia,Finland,171.73128125285643,0.25,0.8,0.5,0,-1
1924-08-23,Finland,Norway,65.32944233212493,0.2,0.6,0.0,0,1
1924-08-24,Estonia,Lithuania,59.29687816635328,0.2,1.0,1.0,0,-1
1924-08-31,Czechoslovakia,Romania,244.43572245891255,0.6,0.8,1.0,0,1
1924-08-31,Germany,Sweden,31.629682640167857,0.8,0.0,0.3333333333333333,0,-1
1924-08-31,Hungary,Poland,239.4158503632509,0.5,0.6,1.0,0,1
1924-09-14,Finland,Estonia,134.32386743396728,0.4,0.8,0.75,0,1
1924-09-14,Norway,Denmark,7.2964196834759605,0.4,0.4,0.0,0,-1
1924-09-14,Austria,Hungary,84.60230074815217,0.9,0.4,0.4,0,1
1924-09-21,Sweden,Norway,264.02064810531374,1.0,0.8,0.6,0,1
1924-09-21,Uruguay,Argentina,199.8787176452438,1.0,0.4,0.2,0,0
1924-09-21,Hungary,Germany,221.08984678688057,0.6,0.2,0.6,0,1
1924-09-24,Northern Ireland,South Africa,-26.41863314346506,0.4,0.0,0.5,0,-1
1924-09-28,Yugoslavia,Czechoslovakia,-19.922742619422706,0.5,0.4,0.25,0,-1
1924-10-02,Argentina,Uruguay,15.698450423123177,0.5,0.1,0.2,0,1
1924-10-05,Denmark,Belgium,125.25799930641938,0.6,0.7,0.0,0,1
1924-10-12,Argentina,Paraguay,125.64138590982157,0.5,0.6,0.4,1,0
1924-10-18,Latvia,Estonia,159.58803187702142,0.2,1.0,0.0,0,1
1924-10-19,Uruguay,Chile,415.6892348993183,0.7,0.9,1.0,0,1
1924-10-22,England,Northern Ireland,377.80096205088125,0.4,0.6,0.2,0,1
1924-10-25,Argentina,Chile,257.34489782771016,0.6,1.0,0.8,1,1
1924-10-26,Uruguay,Paraguay,278.60933092223604,0.7,0.5,0.5,0,1
1924-11-01,Chile,Paraguay,-142.63582900605388,0.0,0.7,0.0,1,-1
1924-11-02,Netherlands,South Africa,125.4394606784033,0.5,0.0,0.5,0,1
1924-11-02,Uruguay,Argentina,162.83430123537028,0.7,0.4,0.0,0,0
1924-11-09,Austria,Sweden,122.04949671494569,0.9,0.0,0.3333333333333333,0,0
1924-11-11,Belgium,France,219.29987202710026,0.2,0.8,0.0,0,1
1924-11-16,Italy,Sweden,27.115544793869958,0.5,0.1,1.0,0,0
1924-11-16,Russia,Turkey,27.377039992021082,0.5,0.4,0.5,0,1
1924-11-23,Germany,Italy,55.94758633425522,0.6,0.5,0.0,0,-1
1924-12-08,England,Belgium,223.82700149389711,0.6,0.6,0.6666666666666666,0,1
1924-12-14,Germany,Switzerland,19.247259099915027,0.4,0.3,0.6,0,0
1924-12-21,Spain,Austria,81.22294343015096,0.5,0.1,0.5,0,1
1925-02-14,Scotland,Wales,250.98900907626148,0.6,0.4,0.0,0,1
1925-02-22,Luxembourg,Brittany,38.94415976393611,0.1,0.375,0.0,0,0
1925-02-28,Northern Ireland,Scotland,-190.3553389256108,0.2,0.4,0.0,0,-1
1925-02-28,Wales,England,-62.48838692336517,0.6,0.3,0.4,0,-1
1925-03-12,Guernsey,Alderney,277.5256995388627,0.6,0.8,0.6,0,1
1925-03-15,Belgium,Netherlands,61.162295354382195,0.3,0.5,0.4,0,-1
1925-03-22,Austria,Switzerland,154.2852668804469,0.7,0.3,0.4,0,1
1925-03-22,Haiti,Jamaica,100.0,0.0,0.0,0.5,0,-1
1925-03-22,Italy,France,255.46617519721508,0.7,0.8,0.2,0,1
1925-03-25,Hungary,Switzerland,178.7743731780206,0.6,0.5,0.4,0,1
1925-03-26,Haiti,Jamaica,61.59610001182682,0.0,0.0,0.0,0,-1
1925-03-29,Haiti,Jamaica,26.33249671500971,0.0,0.0,0.0,0,-1
1925-03-29,Netherlands,Germany,206.70745709398147,0.5,0.7,0.4,0,1
1925-04-02,Guernsey,Alderney,187.62502112104448,0.6,0.8,0.6,1,1
1925-04-04,Scotland,England,95.13383037946028,0.7,0.1,0.2,0,1
1925-04-10,Turkey,Bulgaria,128.38677975693577,0.6,1.0,0.5,0,1
1925-04-18,Wales,Northern Ireland,223.10332557893844,0.6,1.0,0.8,0,0
1925-04-19,France,Austria,-126.84277383854032,0.2,0.3,0.5,0,-1
1925-04-19,Switzerland,Netherlands,52.064700569130764,0.3,0.3,0.6666666666666666,0,1
1925-04-30,Guernsey,Jersey,192.53600322596685,0.6,0.4,0.8,0,1
1925-05-01,Romania,Turkey,14.084709480740685,0.2,0.4,0.0,0,-1
1925-05-03,Netherlands,Belgium,168.2944175167613,0.6,0.8,0.2,0,1
1925-05-05,Austria,Hungary,94.85759386147492,0.7,0.2,0.4,0,1
1925-05-15,Turkey,Russia,170.28608927587356,0.6,0.3,0.0,0,-1
1925-05-18,Philippines,Japan,249.27307756277605,0.6,1.0,1.0,0,1
1925-05-20,Japan,China PR,-205.03742431758087,0.0,0.0,0.0,1,-1
1925-05-20,China PR,Japan,219.1374246178068,1.0,1.0,1.0,1,1
1925-05-21,France,England,-179.54292473180476,0.0,0.2,0.0,0,-1
1925-05-21,Hungary,Belgium,224.94800662927332,0.6,0.8,0.5,0,-1
1925-05-22,Philippines,China PR,42.10384540002542,0.6,0.0,0.2,0,-1
1925-05-24,Czechoslovakia,Austria,74.01304339115791,0.7,0.3,0.5,0,1
1925-05-24,Switzerland,Belgium,130.60126490367247,0.3,0.6,0.0,0,0
1925-05-31,Bulgaria,Romania,153.7435973387844,0.0,0.9,0.5,0,-1
1925-06-01,Switzerland,Spain,32.11929704397403,0.4,0.3,0.5,0,-1
1925-06-07,Norway,Finland,80.07299404834862,0.0,0.4,0.75,0,1
1925-06-09,Sweden,Finland,272.69682826480266,0.8,0.4,0.6,0,1
1925-06-14,Sweden,Denmark,147.65537765738554,0.8,0.4,0.4,0,-1
1925-06-14,Spain,Italy,172.13790151781473,0.7,0.3,0.3333333333333333,0,1
1925-06-18,Portugal,Italy,31.702443480230386,0.0,0.5,0.5,0,1
1925-06-21,Denmark,Norway,247.94696713028134,0.6,0.8,0.2,0,1
1925-06-21,Sweden,Germany,228.6473019305613,0.6,0.9,0.75,0,1
1925-06-26,Finland,Germany,72.97589551445003,0.6,0.9,0.5,0,-1
1925-06-27,Canada,United States,43.324836117410086,0.5,0.6,0.3333333333333333,0,1
1925-06-28,Lithuania,Estonia,193.80442164359897,0.25,1.0,0.5,0,-1
1925-07-05,Estonia,Finland,95.64315738738856,0.2,0.6,0.2,0,1
1925-07-05,Sweden,Austria,73.64331665883492,0.6,0.4,0.25,0,-1
1925-07-09,Argentina,Paraguay,223.21293709904853,0.7,0.5,0.4,0,0
1925-07-10,Finland,Austria,-141.92491288561064,0.2,0.2,0.0,0,-1
1925-07-12,Sweden,Hungary,84.07242018943225,0.5,0.6,0.0,0,1
1925-07-12,Argentina,Paraguay,206.21580180154865,0.7,0.4,0.4,0,0
1925-07-14,Uruguay,Paraguay,256.4483141312353,0.6,0.5,0.6,0,-1
1925-07-18,Uruguay,Paraguay,207.60811908650703,0.5,0.4,0.4,0,-1
1925-07-19,Poland,Hungary,-8.545216030832307,0.4,0.6,0.0,0,-1
1925-08-09,Finland,Latvia,30.086177620111812,0.0,0.7,1.0,0,1
1925-08-15,Paraguay,Uruguay,38.450874020551964,0.8,0.5,0.4,0,1
1925-08-19,Paraguay,Uruguay,65.14424747268959,0.8,0.7,0.4,0,-1
1925-08-23,Norway,Sweden,-59.02466467761292,0.2,0.4,0.4,0,-1
1925-08-23,Paraguay,Uruguay,29.584245206257037,0.7,0.7,0.4,0,0
1925-08-26,Estonia,Latvia,70.5697477751039,0.4,0.8,0.0,0,0
1925-08-30,Finland,Poland,43.8975996564202,0.2,0.6,0.5,0,0
1925-09-02,Estonia,Poland,52.08183220233559,0.5,0.5,0.0,0,0
1925-09-20,Hungary,Austria,47.30507520507422,0.4,0.2,0.0,0,0
1925-09-20,Latvia,Lithuania,94.79395439021164,0.3,0.8,0.5,0,0
